"codi_sc";"cpro";"cmun";"dist";"secc";"t1_1";"codi_edar"
"0801909089";"08";"019";"09";"089";"1645";"DBSS"
"0801909090";"08";"019";"09";"090";"1895";"DBSS"
"0801909091";"08";"019";"09";"091";"1870";"DBSS"
"0801909092";"08";"019";"09";"092";"2105";"DBSS"
"0801909093";"08";"019";"09";"093";"1730";"DBSS"
"0801909094";"08";"019";"09";"094";"2340";"DBSS"
"0801909095";"08";"019";"09";"095";"2650";"DBSS"
"0801910001";"08";"019";"10";"001";"1520";"DBSS"
"0801910002";"08";"019";"10";"002";"1565";"DBSS"
"0801910003";"08";"019";"10";"003";"1900";"DBSS"
"0801910004";"08";"019";"10";"004";"1720";"DBSS"
"0801910005";"08";"019";"10";"005";"1385";"DBSS"
"0801910006";"08";"019";"10";"006";"1670";"DBSS"
"0801910007";"08";"019";"10";"007";"1795";"DBSS"
"0801910008";"08";"019";"10";"008";"1805";"DBSS"
"0801910009";"08";"019";"10";"009";"1160";"DBSS"
"0801910010";"08";"019";"10";"010";"2105";"DBSS"
"0801910011";"08";"019";"10";"011";"1255";"DBSS"
"0801910012";"08";"019";"10";"012";"2215";"DBSS"
"0801910013";"08";"019";"10";"013";"1265";"DBSS"
"0801910014";"08";"019";"10";"014";"1325";"DBSS"
"0801910015";"08";"019";"10";"015";"1640";"DBSS"
"0801910016";"08";"019";"10";"016";"1495";"DBSS"
"0801910017";"08";"019";"10";"017";"1465";"DBSS"
"0801910018";"08";"019";"10";"018";"1525";"DBSS"
"0801910019";"08";"019";"10";"019";"1700";"DBSS"
"0801910020";"08";"019";"10";"020";"1705";"DBSS"
"0801910021";"08";"019";"10";"021";"1395";"DBSS"
"0801910022";"08";"019";"10";"022";"1130";"DBSS"
"0801910023";"08";"019";"10";"023";"1295";"DBSS"
"0801910024";"08";"019";"10";"024";"1595";"DBSS"
"0801910025";"08";"019";"10";"025";"980";"DBSS"
"0801910026";"08";"019";"10";"026";"1765";"DBSS"
"0801910027";"08";"019";"10";"027";"1675";"DBSS"
"0801910028";"08";"019";"10";"028";"1405";"DBSS"
"0801910029";"08";"019";"10";"029";"1275";"DBSS"
"0801910030";"08";"019";"10";"030";"1940";"DBSS"
"0801910031";"08";"019";"10";"031";"1700";"DBSS"
"0801910032";"08";"019";"10";"032";"1625";"DBSS"
"0801910033";"08";"019";"10";"033";"1245";"DBSS"
"0801910034";"08";"019";"10";"034";"1705";"DBSS"
"0801910035";"08";"019";"10";"035";"2370";"DBSS"
"0801910036";"08";"019";"10";"036";"1330";"DBSS"
"0801910037";"08";"019";"10";"037";"3055";"DBSS"
"0801910038";"08";"019";"10";"038";"1615";"DBSS"
"0801910039";"08";"019";"10";"039";"1615";"DBSS"
"0801910040";"08";"019";"10";"040";"2540";"DBSS"
"0801910041";"08";"019";"10";"041";"1715";"DBSS"
"0801910042";"08";"019";"10";"042";"1620";"DBSS"
"0801910043";"08";"019";"10";"043";"1220";"DBSS"
"0801910044";"08";"019";"10";"044";"1970";"DBSS"
"0801910045";"08";"019";"10";"045";"1500";"DBSS"
"0801910046";"08";"019";"10";"046";"1365";"DBSS"
"0801910047";"08";"019";"10";"047";"1610";"DBSS"
"0801910048";"08";"019";"10";"048";"1250";"DBSS"
"0801910049";"08";"019";"10";"049";"1680";"DBSS"
"0801910050";"08";"019";"10";"050";"1945";"DBSS"
"0801910051";"08";"019";"10";"051";"2100";"DBSS"
"0801910052";"08";"019";"10";"052";"2170";"DBSS"
"0801910053";"08";"019";"10";"053";"1885";"DBSS"
"0801910054";"08";"019";"10";"054";"1160";"DBSS"
"0801910055";"08";"019";"10";"055";"2120";"DBSS"
"0801910056";"08";"019";"10";"056";"1400";"DBSS"
"0801910057";"08";"019";"10";"057";"990";"DBSS"
"0801910058";"08";"019";"10";"058";"810";"DBSS"
"0801910059";"08";"019";"10";"059";"1970";"DBSS"
"0801910060";"08";"019";"10";"060";"1470";"DBSS"
"0801910061";"08";"019";"10";"061";"1480";"DBSS"
"0801910062";"08";"019";"10";"062";"1630";"DBSS"
"0801910063";"08";"019";"10";"063";"1230";"DBSS"
"0801910064";"08";"019";"10";"064";"1470";"DBSS"
"0801910065";"08";"019";"10";"065";"1910";"DBSS"
"0801910066";"08";"019";"10";"066";"1550";"DBSS"
"0801910067";"08";"019";"10";"067";"2080";"DBSS"
"0801910068";"08";"019";"10";"068";"2315";"DBSS"
"0801910069";"08";"019";"10";"069";"2270";"DBSS"
"0801910070";"08";"019";"10";"070";"1615";"DBSS"
"0801910071";"08";"019";"10";"071";"1560";"DBSS"
"0801910072";"08";"019";"10";"072";"2355";"DBSS"
"0801910073";"08";"019";"10";"073";"1545";"DBSS"
"0801910074";"08";"019";"10";"074";"2100";"DBSS"
"0801910075";"08";"019";"10";"075";"1495";"DBSS"
"0801910076";"08";"019";"10";"076";"4440";"DBSS"
"0801910077";"08";"019";"10";"077";"1765";"DBSS"
"0801910078";"08";"019";"10";"078";"1800";"DBSS"
"0801910079";"08";"019";"10";"079";"1940";"DBSS"
"0801910080";"08";"019";"10";"080";"2915";"DBSS"
"0801910081";"08";"019";"10";"081";"1395";"DBSS"
"0801910082";"08";"019";"10";"082";"1490";"DBSS"
"0801910083";"08";"019";"10";"083";"3505";"DBSS"
"0801910084";"08";"019";"10";"084";"1175";"DBSS"
"0801910085";"08";"019";"10";"085";"1580";"DBSS"
"0801910086";"08";"019";"10";"086";"1555";"DBSS"
"0801910087";"08";"019";"10";"087";"1585";"DBSS"
"0801910088";"08";"019";"10";"088";"1410";"DBSS"
"0801910089";"08";"019";"10";"089";"860";"DBSS"
"0801910090";"08";"019";"10";"090";"980";"DBSS"
"0801910091";"08";"019";"10";"091";"1865";"DBSS"
"0801910092";"08";"019";"10";"092";"1205";"DBSS"
"0801910093";"08";"019";"10";"093";"1355";"DBSS"
"0801910094";"08";"019";"10";"094";"2580";"DBSS"
"0801910095";"08";"019";"10";"095";"1160";"DBSS"
"0801910096";"08";"019";"10";"096";"1805";"DBSS"
"0801910097";"08";"019";"10";"097";"1755";"DBSS"
"0801910098";"08";"019";"10";"098";"1550";"DBSS"
"0801910099";"08";"019";"10";"099";"1125";"DBSS"
"0801910100";"08";"019";"10";"100";"1865";"DBSS"
"0801910101";"08";"019";"10";"101";"1775";"DBSS"
"0801910102";"08";"019";"10";"102";"2465";"DBSS"
"0801910103";"08";"019";"10";"103";"2020";"DBSS"
"0801910104";"08";"019";"10";"104";"2070";"DBSS"
"0801910105";"08";"019";"10";"105";"2095";"DBSS"
"0801910106";"08";"019";"10";"106";"955";"DBSS"
"0801910107";"08";"019";"10";"107";"1590";"DBSS"
"0801910108";"08";"019";"10";"108";"1625";"DBSS"
"0801910109";"08";"019";"10";"109";"1325";"DBSS"
"0801910110";"08";"019";"10";"110";"1585";"DBSS"
"0801910111";"08";"019";"10";"111";"1215";"DBSS"
"0801910112";"08";"019";"10";"112";"1705";"DBSS"
"0801910113";"08";"019";"10";"113";"1455";"DBSS"
"0801910114";"08";"019";"10";"114";"1525";"DBSS"
"0801910115";"08";"019";"10";"115";"1265";"DBSS"
"0801910116";"08";"019";"10";"116";"1490";"DBSS"
"0801910117";"08";"019";"10";"117";"1080";"DBSS"
"0801910118";"08";"019";"10";"118";"895";"DBSS"
"0801910119";"08";"019";"10";"119";"840";"DBSS"
"0801910120";"08";"019";"10";"120";"1635";"DBSS"
"0801910121";"08";"019";"10";"121";"1695";"DBSS"
"0801910122";"08";"019";"10";"122";"1825";"DBSS"
"0801910123";"08";"019";"10";"123";"1685";"DBSS"
"0801910124";"08";"019";"10";"124";"1410";"DBSS"
"0801910125";"08";"019";"10";"125";"1225";"DBSS"
"0801910126";"08";"019";"10";"126";"1070";"DBSS"
"0801910127";"08";"019";"10";"127";"1195";"DBSS"
"0801910128";"08";"019";"10";"128";"1640";"DBSS"
"0801910129";"08";"019";"10";"129";"1180";"DBSS"
"0801910130";"08";"019";"10";"130";"965";"DBSS"
"0801910131";"08";"019";"10";"131";"1410";"DBSS"
"0801910132";"08";"019";"10";"132";"1045";"DBSS"
"0801910133";"08";"019";"10";"133";"1815";"DBSS"
"0801910134";"08";"019";"10";"134";"1420";"DBSS"
"0801910135";"08";"019";"10";"135";"1085";"DBSS"
"0801910136";"08";"019";"10";"136";"1205";"DBSS"
"0801910137";"08";"019";"10";"137";"1580";"DBSS"
"0801910138";"08";"019";"10";"138";"1550";"DBSS"
"0801910139";"08";"019";"10";"139";"1265";"DBSS"
"0801910140";"08";"019";"10";"140";"1355";"DBSS"
"0801910141";"08";"019";"10";"141";"810";"DBSS"
"0801910142";"08";"019";"10";"142";"1940";"DBSS"
"0801910143";"08";"019";"10";"143";"1560";"DBSS"
"0802001001";"08";"020";"01";"001";"2620";NA
"0802001002";"08";"020";"01";"002";"1570";NA
"0802001003";"08";"020";"01";"003";"2280";NA
"0802101001";"08";"021";"01";"001";"90";NA
"0802201001";"08";"022";"01";"001";"1605";"DBER"
"0802201002";"08";"022";"01";"002";"1225";"DBER"
"0802201003";"08";"022";"01";"003";"930";"DBER"
"0802201004";"08";"022";"01";"004";"2205";"DBER"
"0802201005";"08";"022";"01";"005";"2085";"DBER"
"0802201006";"08";"022";"01";"006";"845";"DBER"
"0802202001";"08";"022";"02";"001";"1375";"DBER"
"0802202002";"08";"022";"02";"002";"815";"DBER"
"0802202003";"08";"022";"02";"003";"1825";"DBER"
"0802202004";"08";"022";"02";"004";"1655";"DBER"
"0802202005";"08";"022";"02";"005";"915";"DBER"
"0802203001";"08";"022";"03";"001";"395";"DBER"
"0802204001";"08";"022";"04";"001";"785";"DBER"
"0802301001";"08";"023";"01";"001";"1755";NA
"0802301002";"08";"023";"01";"002";"1800";NA
"0802301003";"08";"023";"01";"003";"2485";NA
"0802301004";"08";"023";"01";"004";"1580";NA
"0802301005";"08";"023";"01";"005";"1185";NA
"0802401001";"08";"024";"01";"001";"565";NA
"0802501001";"08";"025";"01";"001";"2010";NA
"0802601001";"08";"026";"01";"001";"260";NA
"0802701001";"08";"027";"01";"001";"920";NA
"0802801001";"08";"028";"01";"001";"1380";NA
"0802901001";"08";"029";"01";"001";"2510";"DMAT"
"0802901002";"08";"029";"01";"002";"2010";"DMAT"
"0803001001";"08";"030";"01";"001";"3820";"DMAT"
"0803001002";"08";"030";"01";"002";"3275";"DMAT"
"0803101001";"08";"031";"01";"001";"670";NA
"0803101002";"08";"031";"01";"002";"2830";NA
"0803201001";"08";"032";"01";"001";"2670";NA
"0803301001";"08";"033";"01";"001";"1655";NA
"0803301002";"08";"033";"01";"002";"2865";NA
"0803301003";"08";"033";"01";"003";"915";NA
"0803302001";"08";"033";"02";"001";"1850";NA
"0803303001";"08";"033";"03";"001";"1655";NA
"0803303002";"08";"033";"03";"002";"1140";NA
"0803303003";"08";"033";"03";"003";"3810";NA
"0803303004";"08";"033";"03";"004";"3255";NA
"0803401001";"08";"034";"01";"001";"950";NA
"0803501001";"08";"035";"01";"001";"2185";NA
"0803501002";"08";"035";"01";"002";"1110";NA
"0803501003";"08";"035";"01";"003";"2895";NA
"0803502001";"08";"035";"02";"001";"1465";NA
"0803502002";"08";"035";"02";"002";"2280";NA
"0803503001";"08";"035";"03";"001";"2895";NA
"0803503002";"08";"035";"03";"002";"2020";NA
"0803503003";"08";"035";"03";"003";"3105";NA
"0803601001";"08";"036";"01";"001";"205";NA
"0803701001";"08";"037";"01";"001";"2385";NA
"0803801001";"08";"038";"01";"001";"1875";"DMAS"
"0803901001";"08";"039";"01";"001";"490";NA
"0804001001";"08";"040";"01";"001";"2040";NA
"0804001002";"08";"040";"01";"002";"1355";NA
"0804001003";"08";"040";"01";"003";"1150";NA
"0804001004";"08";"040";"01";"004";"2560";NA
"0804001005";"08";"040";"01";"005";"1375";NA
"0804001006";"08";"040";"01";"006";"1405";NA
"0804001007";"08";"040";"01";"007";"2160";NA
"0804001008";"08";"040";"01";"008";"1735";NA
"0804101001";"08";"041";"01";"001";"2955";"DGRA"
"0804101002";"08";"041";"01";"002";"2330";"DGRA"
"0804101003";"08";"041";"01";"003";"2300";"DGRA"
"0804101004";"08";"041";"01";"004";"2380";"DGRA"
"0804101005";"08";"041";"01";"005";"1100";"DGRA"
"0804101006";"08";"041";"01";"006";"1330";"DGRA"
"0804101007";"08";"041";"01";"007";"1335";"DGRA"
"0804101008";"08";"041";"01";"008";"2155";"DGRA"
"0804201001";"08";"042";"01";"001";"2850";NA
"0804301001";"08";"043";"01";"001";"1880";NA
"0804301002";"08";"043";"01";"002";"2365";NA
"0804401001";"08";"044";"01";"001";"2385";NA
"0804402001";"08";"044";"02";"001";"1270";NA
"0804402002";"08";"044";"02";"002";"1790";NA
"0804501001";"08";"045";"01";"001";"90";NA
"0804601001";"08";"046";"01";"001";"1390";NA
"0804601002";"08";"046";"01";"002";"1650";NA
"0804601003";"08";"046";"01";"003";"2245";NA
"0804602001";"08";"046";"02";"001";"2255";NA
"0804602002";"08";"046";"02";"002";"1255";NA
"0804602003";"08";"046";"02";"003";"1875";NA
"0804602004";"08";"046";"02";"004";"2820";NA
"0804603001";"08";"046";"03";"001";"3770";NA
"0804701001";"08";"047";"01";"001";"1180";NA
"0804701002";"08";"047";"01";"002";"845";NA
"0804701003";"08";"047";"01";"003";"1780";NA
"0804702001";"08";"047";"02";"001";"915";NA
"0804702003";"08";"047";"02";"003";"270";NA
"0804801001";"08";"048";"01";"001";"850";NA
"0804901001";"08";"049";"01";"001";"1555";NA
"0805001001";"08";"050";"01";"001";"175";NA
"0805101001";"08";"051";"01";"001";"1440";NA
"0805101002";"08";"051";"01";"002";"3170";NA
"0805101003";"08";"051";"01";"003";"1985";NA
"0805101004";"08";"051";"01";"004";"1790";NA
"0805101005";"08";"051";"01";"005";"1480";NA
"0805101006";"08";"051";"01";"006";"1370";NA
"0805101007";"08";"051";"01";"007";"2480";NA
"0805101008";"08";"051";"01";"008";"2120";NA
"0805101009";"08";"051";"01";"009";"2100";NA
"0805101010";"08";"051";"01";"010";"1455";NA
"0805101011";"08";"051";"01";"011";"1070";NA
"0805101012";"08";"051";"01";"012";"880";NA
"0805101013";"08";"051";"01";"013";"1785";NA
"0805201001";"08";"052";"01";"001";"170";NA
"0805301001";"08";"053";"01";"001";"2060";NA
"0805301002";"08";"053";"01";"002";"1555";NA
"0805401001";"08";"054";"01";"001";"3060";NA
"0805401002";"08";"054";"01";"002";"815";NA
"0805401003";"08";"054";"01";"003";"2370";NA
"0805401004";"08";"054";"01";"004";"2285";NA
"0805401005";"08";"054";"01";"005";"2040";NA
"0805401006";"08";"054";"01";"006";"1770";NA
"0805501001";"08";"055";"01";"001";"625";NA
"0805601001";"08";"056";"01";"001";"1010";"DGVC"
"0805601002";"08";"056";"01";"002";"1565";"DGVC"
"0805601003";"08";"056";"01";"003";"3720";"DGVC"
"0805601004";"08";"056";"01";"004";"2215";"DGVC"
"0805601005";"08";"056";"01";"005";"2050";"DGVC"
"0805601006";"08";"056";"01";"006";"3565";"DGVC"
"0805601007";"08";"056";"01";"007";"3555";"DGVC"
"0805602001";"08";"056";"02";"001";"1960";"DGVC"
"0805602002";"08";"056";"02";"002";"2000";"DGVC"
"0805602003";"08";"056";"02";"003";"2120";"DGVC"
"0805602004";"08";"056";"02";"004";"3465";"DGVC"
"0805602005";"08";"056";"02";"005";"2730";"DGVC"
"0805602006";"08";"056";"02";"006";"2375";"DGVC"
"0805603001";"08";"056";"03";"001";"770";"DGVC"
"0805603002";"08";"056";"03";"002";"2525";"DGVC"
"0805603003";"08";"056";"03";"003";"3130";"DGVC"
"0805603004";"08";"056";"03";"004";"2910";"DGVC"
"0805603005";"08";"056";"03";"005";"1185";"DGVC"
"0805604001";"08";"056";"04";"001";"2530";"DGVC"
"0805604002";"08";"056";"04";"002";"1465";"DGVC"
"0805604003";"08";"056";"04";"003";"1835";"DGVC"
"0805604004";"08";"056";"04";"004";"2345";"DGVC"
"0805605001";"08";"056";"05";"001";"3290";"DGVC"
"0805605002";"08";"056";"05";"002";"2380";"DGVC"
"0805605003";"08";"056";"05";"003";"1680";"DGVC"
"0805605004";"08";"056";"05";"004";"2780";"DGVC"
"0805701001";"08";"057";"01";"001";"75";NA
"0805801001";"08";"058";"01";"001";"675";NA
"0805801002";"08";"058";"01";"002";"1570";NA
"0805901001";"08";"059";"01";"001";"415";NA
"0806001001";"08";"060";"01";"001";"185";NA
"0806101001";"08";"061";"01";"001";"1985";NA
"0806201001";"08";"062";"01";"001";"1180";NA
"0806301001";"08";"063";"01";"001";"565";NA
"0806401001";"08";"064";"01";"001";"2315";NA
"0806501001";"08";"065";"01";"001";"1645";NA
"0806601001";"08";"066";"01";"001";"1635";NA
"0806701001";"08";"067";"01";"001";"1660";NA
"0806701002";"08";"067";"01";"002";"1470";NA
"0806701003";"08";"067";"01";"003";"1680";NA
"0806701004";"08";"067";"01";"004";"2475";NA
"0806801001";"08";"068";"01";"001";"2495";NA
"0806801002";"08";"068";"01";"002";"1895";NA
"0806801003";"08";"068";"01";"003";"925";NA
"0806801004";"08";"068";"01";"004";"2340";NA
"0806801005";"08";"068";"01";"005";"795";NA
"0806901001";"08";"069";"01";"001";"2395";"DABR"
"0806901003";"08";"069";"01";"003";"1855";"DABR"
"0807001001";"08";"070";"01";"001";"345";NA
"0807101001";"08";"071";"01";"001";"330";NA
"0807201001";"08";"072";"01";"001";"1045";NA
"0807201002";"08";"072";"01";"002";"2670";NA
"0807201003";"08";"072";"01";"003";"2245";NA
"0807201004";"08";"072";"01";"004";"670";NA
"0807201005";"08";"072";"01";"005";"990";NA
"0807201006";"08";"072";"01";"006";"1615";NA
"0807201007";"08";"072";"01";"007";"715";NA
"0807201008";"08";"072";"01";"008";"765";NA
"0807201009";"08";"072";"01";"009";"945";NA
"0807201010";"08";"072";"01";"010";"1240";NA
"0807201011";"08";"072";"01";"011";"960";NA
"0807301001";"08";"073";"01";"001";"2755";NA
"0807301002";"08";"073";"01";"002";"1960";NA
"0807301003";"08";"073";"01";"003";"1500";NA
"0807301004";"08";"073";"01";"004";"2480";NA
"0807301005";"08";"073";"01";"005";"1615";NA
"0807301006";"08";"073";"01";"006";"830";NA
"0807301007";"08";"073";"01";"007";"2560";NA
"0807301008";"08";"073";"01";"008";"1655";NA
"0807301009";"08";"073";"01";"009";"850";NA
"0807301010";"08";"073";"01";"010";"1450";NA
"0807301011";"08";"073";"01";"011";"1150";NA
"0807301012";"08";"073";"01";"012";"1580";NA
"0807301013";"08";"073";"01";"013";"1715";NA
"0807301014";"08";"073";"01";"014";"1515";NA
"0807302001";"08";"073";"02";"001";"3845";NA
"0807302002";"08";"073";"02";"002";"2565";NA
"0807303001";"08";"073";"03";"001";"965";NA
"0807303002";"08";"073";"03";"002";"730";NA
"0807303003";"08";"073";"03";"003";"940";NA
"0807303004";"08";"073";"03";"004";"3190";NA
"0807303005";"08";"073";"03";"005";"1610";NA
"0807303006";"08";"073";"03";"006";"1000";NA
"0807303007";"08";"073";"03";"007";"1235";NA
"0807303008";"08";"073";"03";"008";"1275";NA
"0807303009";"08";"073";"03";"009";"720";NA
"0807304001";"08";"073";"04";"001";"1270";NA
"0807304002";"08";"073";"04";"002";"600";NA
"0807304003";"08";"073";"04";"003";"1240";NA
"0807304004";"08";"073";"04";"004";"1150";NA
"0807304005";"08";"073";"04";"005";"805";NA
"0807304006";"08";"073";"04";"006";"985";NA
"0807304007";"08";"073";"04";"007";"1375";NA
"0807304008";"08";"073";"04";"008";"1885";NA
"0807304009";"08";"073";"04";"009";"985";NA
"0807304010";"08";"073";"04";"010";"1155";NA
"0807304011";"08";"073";"04";"011";"955";NA
"0807304012";"08";"073";"04";"012";"970";NA
"0807304013";"08";"073";"04";"013";"1555";NA
"0807304014";"08";"073";"04";"014";"865";NA
"0807304015";"08";"073";"04";"015";"895";NA
"0807304016";"08";"073";"04";"016";"1520";NA
"0807304017";"08";"073";"04";"017";"1335";NA
"0807304018";"08";"073";"04";"018";"1235";NA
"0807304019";"08";"073";"04";"019";"675";NA
"0807305001";"08";"073";"05";"001";"955";NA
"0807305002";"08";"073";"05";"002";"960";NA
"0807305003";"08";"073";"05";"003";"1135";NA
"0807305004";"08";"073";"05";"004";"1010";NA
"0807305005";"08";"073";"05";"005";"625";NA
"0807305006";"08";"073";"05";"006";"680";NA
"0807305007";"08";"073";"05";"007";"1075";NA
"0807305008";"08";"073";"05";"008";"1075";NA
"0807305009";"08";"073";"05";"009";"615";NA
"0807305010";"08";"073";"05";"010";"895";NA
"0807306001";"08";"073";"06";"001";"570";NA
"0807306002";"08";"073";"06";"002";"610";NA
"0807306003";"08";"073";"06";"003";"800";NA
"0807306004";"08";"073";"06";"004";"625";NA
"0807306005";"08";"073";"06";"005";"690";NA
"0807306006";"08";"073";"06";"006";"1185";NA
"0807306007";"08";"073";"06";"007";"1105";NA
"0807306008";"08";"073";"06";"008";"605";NA
"0807306009";"08";"073";"06";"009";"2340";NA
"0807306010";"08";"073";"06";"010";"1205";NA
"0807306011";"08";"073";"06";"011";"585";NA
"0807306012";"08";"073";"06";"012";"665";NA
"0807306013";"08";"073";"06";"013";"405";NA
"0807306014";"08";"073";"06";"014";"1070";NA
"0807306015";"08";"073";"06";"015";"855";NA
"0807306016";"08";"073";"06";"016";"715";NA
"0807401001";"08";"074";"01";"001";"735";NA
"0807401002";"08";"074";"01";"002";"3440";NA
"0807401003";"08";"074";"01";"003";"2410";NA
"0807401004";"08";"074";"01";"004";"2230";NA
"0807401005";"08";"074";"01";"005";"1970";NA
"0807401006";"08";"074";"01";"006";"1990";NA
"0807401007";"08";"074";"01";"007";"1365";NA
"0807501001";"08";"075";"01";"001";"4250";"DMAT"
"0807501002";"08";"075";"01";"002";"915";NA
"0807601001";"08";"076";"01";"001";"3125";"DABR"
"0807601002";"08";"076";"01";"002";"1825";"DABR"
"0807601003";"08";"076";"01";"003";"1365";"DABR"
"0807601004";"08";"076";"01";"004";"2925";"DABR"
"0807601005";"08";"076";"01";"005";"1065";"DABR"
"0807601006";"08";"076";"01";"006";"1730";"DABR"
"0807602001";"08";"076";"02";"001";"2695";"DABR"
"0807602002";"08";"076";"02";"002";"1835";NA
"0807602003";"08";"076";"02";"003";"1375";"DABR"
"0807602004";"08";"076";"02";"004";"1855";"DABR"
"0807602005";"08";"076";"02";"005";"1995";NA
"0807701001";"08";"077";"01";"001";"1785";NA
"0807701002";"08";"077";"01";"002";"1105";NA
"0807701003";"08";"077";"01";"003";"1575";NA
"0807701004";"08";"077";"01";"004";"1140";NA
"0807701005";"08";"077";"01";"005";"2075";NA
"0807702001";"08";"077";"02";"001";"1485";NA
"0807702002";"08";"077";"02";"002";"1215";NA
"0807702003";"08";"077";"02";"003";"1875";NA
"0807702004";"08";"077";"02";"004";"1745";NA
"0807702005";"08";"077";"02";"005";"1645";NA
"0807702006";"08";"077";"02";"006";"1885";NA
"0807703001";"08";"077";"03";"001";"1765";NA
"0807703002";"08";"077";"03";"002";"2880";NA
"0807704001";"08";"077";"04";"001";"790";NA
"0807705001";"08";"077";"05";"001";"590";NA
"0807706001";"08";"077";"06";"001";"645";NA
"0807707001";"08";"077";"07";"001";"955";NA
"0807708001";"08";"077";"08";"001";"2275";NA
"0807708002";"08";"077";"08";"002";"2010";NA
"0807709001";"08";"077";"09";"001";"1125";NA
"0807709002";"08";"077";"09";"002";"1850";NA
"0807710001";"08";"077";"10";"001";"1805";NA
"0807710002";"08";"077";"10";"002";"1335";NA
"0807710003";"08";"077";"10";"003";"1975";NA
"0807710004";"08";"077";"10";"004";"1605";NA
"0807710005";"08";"077";"10";"005";"985";NA
"0807710006";"08";"077";"10";"006";"1805";NA
"0807710007";"08";"077";"10";"007";"1370";NA
"0807710008";"08";"077";"10";"008";"2605";NA
"0807801001";"08";"078";"01";"001";"260";NA
"0807901001";"08";"079";"01";"001";"380";NA
"0808001001";"08";"080";"01";"001";"45";NA
"0808101001";"08";"081";"01";"001";"440";NA
"0808201001";"08";"082";"01";"001";"1515";NA
"0808301001";"08";"083";"01";"001";"2235";NA
"0808401001";"08";"084";"01";"001";"1430";"DMAS"
"0808501001";"08";"085";"01";"001";"1435";NA
"0808601001";"08";"086";"01";"001";"4275";"DGRA"
"0808601002";"08";"086";"01";"002";"2150";"DGRA"
"0808601003";"08";"086";"01";"003";"3585";"DGRA"
"0808601004";"08";"086";"01";"004";"4300";"DGRA"
"0808601005";"08";"086";"01";"005";"2715";"DGRA"
"0808602001";"08";"086";"02";"001";"1755";"DGRA"
"0808701001";"08";"087";"01";"001";"200";NA
"0808801001";"08";"088";"01";"001";"2075";NA
"0808801002";"08";"088";"01";"002";"1915";NA
"0808801003";"08";"088";"01";"003";"2415";NA
"0808802001";"08";"088";"02";"001";"2730";NA
"0808802002";"08";"088";"02";"002";"2125";NA
"0808802003";"08";"088";"02";"003";"2930";NA
"0808802004";"08";"088";"02";"004";"1105";NA
"0808901001";"08";"089";"01";"001";"1815";"DGVC"
"0808901002";"08";"089";"01";"002";"1395";"DGVC"
"0808901003";"08";"089";"01";"003";"1725";"DGVC"
"0808901004";"08";"089";"01";"004";"2810";"DGVC"
"0808901005";"08";"089";"01";"005";"1260";"DGVC"
"0808901006";"08";"089";"01";"006";"710";"DGVC"
"0808901007";"08";"089";"01";"007";"3505";"DGVC"
"0808901008";"08";"089";"01";"008";"2335";"DGVC"
"0808902001";"08";"089";"02";"001";"2175";"DGVC"
"0808902002";"08";"089";"02";"002";"795";"DGVC"
"0808902003";"08";"089";"02";"003";"1515";"DGVC"
"0808902004";"08";"089";"02";"004";"1630";"DGVC"
"0808902005";"08";"089";"02";"005";"1320";"DGVC"
"0808902006";"08";"089";"02";"006";"2055";"DGVC"
"0808902007";"08";"089";"02";"007";"1015";"DGVC"
"0808902008";"08";"089";"02";"008";"1800";"DGVC"
"0808902009";"08";"089";"02";"009";"1580";"DGVC"
"0808902010";"08";"089";"02";"010";"605";"DGVC"
"0808903001";"08";"089";"03";"001";"1015";"DGVC"
"0808903002";"08";"089";"03";"002";"1310";"DGVC"
"0808903003";"08";"089";"03";"003";"2350";"DGVC"
"0808903004";"08";"089";"03";"004";"1145";"DGVC"
"0808903005";"08";"089";"03";"005";"1410";"DGVC"
"0808903006";"08";"089";"03";"006";"1095";"DGVC"
"0808903007";"08";"089";"03";"007";"1025";"DGVC"
"0808903008";"08";"089";"03";"008";"2920";"DGVC"
"0808904001";"08";"089";"04";"001";"2040";"DGVC"
"0808904002";"08";"089";"04";"002";"1820";"DGVC"
"0809001001";"08";"090";"01";"001";"165";NA
"0809101001";"08";"091";"01";"001";"2100";NA
"0809101002";"08";"091";"01";"002";"2780";NA
"0809102001";"08";"091";"02";"001";"2060";NA
"0809201001";"08";"092";"01";"001";"1595";NA
"0809202001";"08";"092";"02";"001";"700";NA
"0809202002";"08";"092";"02";"002";"1450";NA
"0809202003";"08";"092";"02";"003";"1225";NA
"0809301001";"08";"093";"01";"001";"30";NA
"0809401001";"08";"094";"01";"001";"2035";NA
"0809501001";"08";"095";"01";"001";"85";NA
"0809601001";"08";"096";"01";"001";"535";"DGRA"
"0809601002";"08";"096";"01";"002";"1535";NA
"0809601003";"08";"096";"01";"003";"1690";"DGRA"
"0809601004";"08";"096";"01";"004";"1425";"DGRA"
"0809601005";"08";"096";"01";"005";"1585";"DGRA"
"0809601006";"08";"096";"01";"006";"1480";"DGRA"
"0809601007";"08";"096";"01";"007";"1520";NA
"0809601008";"08";"096";"01";"008";"910";NA
"0809601009";"08";"096";"01";"009";"1245";"DGRA"
"0809601010";"08";"096";"01";"010";"1825";"DGRA"
"0809601011";"08";"096";"01";"011";"2460";"DGRA"
"0809602001";"08";"096";"02";"001";"1820";"DGRA"
"0809602002";"08";"096";"02";"002";"690";"DGRA"
"0809602003";"08";"096";"02";"003";"725";"DGRA"
