"codi_sc";"cpro";"cmun";"dist";"secc";"t1_1";"codi_edar"
"0800101001";"08";"001";"01";"001";"1220";"XXXX"
"0800101002";"08";"001";"01";"002";"2110";"DABR"
"0800101003";"08";"001";"01";"003";"915";"DABR"
"0800101004";"08";"001";"01";"004";"2370";"DABR"
"0800101005";"08";"001";"01";"005";"1275";"DABR"
"0800101007";"08";"001";"01";"007";"2320";"DABR"
"0800101008";"08";"001";"01";"008";"1585";"XXXX"
"0800201001";"08";"002";"01";"001";"250";NA
"0800301001";"08";"003";"01";"001";"2250";NA
"0800301002";"08";"003";"01";"002";"2280";NA
"0800301003";"08";"003";"01";"003";"2470";NA
"0800301004";"08";"003";"01";"004";"2285";NA
"0800401001";"08";"004";"01";"001";"295";NA
"0800501001";"08";"005";"01";"001";"2210";NA
"0800501002";"08";"005";"01";"002";"1710";NA
"0800501003";"08";"005";"01";"003";"2480";NA
"0800501004";"08";"005";"01";"004";"960";NA
"0800501005";"08";"005";"01";"005";"750";NA
"0800601001";"08";"006";"01";"001";"1600";NA
"0800601002";"08";"006";"01";"002";"4235";NA
"0800601003";"08";"006";"01";"003";"945";NA
"0800602001";"08";"006";"02";"001";"1400";NA
"0800602002";"08";"006";"02";"002";"1815";NA
"0800602003";"08";"006";"02";"003";"1120";NA
"0800602004";"08";"006";"02";"004";"3395";NA
"0800701001";"08";"007";"01";"001";"1285";NA
"0800701002";"08";"007";"01";"002";"2850";NA
"0800702001";"08";"007";"02";"001";"2295";NA
"0800702002";"08";"007";"02";"002";"1945";NA
"0800801001";"08";"008";"01";"001";"245";NA
"0800901001";"08";"009";"01";"001";"810";"DMAT"
"0800901002";"08";"009";"01";"002";"1665";"DMAT"
"0800901003";"08";"009";"01";"003";"1275";"DMAT"
"0800901004";"08";"009";"01";"004";"1545";"DMAT"
"0800901005";"08";"009";"01";"005";"1030";"DMAT"
"0800901006";"08";"009";"01";"006";"2080";"DMAT"
"0800902001";"08";"009";"02";"001";"1895";"DMAT"
"0800902002";"08";"009";"02";"002";"1445";"DMAT"
"0801001001";"08";"010";"01";"001";"1205";"DSLL"
"0801002001";"08";"010";"02";"001";"1400";"DSLL"
"0801002002";"08";"010";"02";"002";"805";"DSLL"
"0801002003";"08";"010";"02";"003";"2070";"DSLL"
"0801101001";"08";"011";"01";"001";"2260";NA
"0801201001";"08";"012";"01";"001";"2245";NA
"0801301001";"08";"013";"01";"001";"1715";NA
"0801401001";"08";"014";"01";"001";"2405";NA
"0801501001";"08";"015";"01";"001";"1235";"DBSS"
"0801501002";"08";"015";"01";"002";"1470";"DBSS"
"0801501003";"08";"015";"01";"003";"1200";"DBSS"
"0801501004";"08";"015";"01";"004";"1375";"DBSS"
"0801501005";"08";"015";"01";"005";"1675";"DBSS"
"0801501007";"08";"015";"01";"007";"1545";NA
"0801501008";"08";"015";"01";"008";"600";NA
"0801502001";"08";"015";"02";"001";"1260";"DBSS"
"0801502002";"08";"015";"02";"002";"1715";"DBSS"
"0801502003";"08";"015";"02";"003";"965";"DBSS"
"0801502004";"08";"015";"02";"004";"2060";"DBSS"
"0801502005";"08";"015";"02";"005";"1860";"DBSS"
"0801502007";"08";"015";"02";"007";"770";"DBSS"
"0801502008";"08";"015";"02";"008";"2350";"DBSS"
"0801502009";"08";"015";"02";"009";"1075";"DBSS"
"0801502010";"08";"015";"02";"010";"1110";"DBSS"
"0801502011";"08";"015";"02";"011";"1445";"DBSS"
"0801502012";"08";"015";"02";"012";"1240";"DBSS"
"0801502013";"08";"015";"02";"013";"840";"DBSS"
"0801502015";"08";"015";"02";"015";"855";"DBSS"
"0801503001";"08";"015";"03";"001";"1755";"DBSS"
"0801503003";"08";"015";"03";"003";"2110";"DBSS"
"0801503004";"08";"015";"03";"004";"1680";"DBSS"
"0801503005";"08";"015";"03";"005";"1200";"DBSS"
"0801503006";"08";"015";"03";"006";"990";"DBSS"
"0801503007";"08";"015";"03";"007";"1255";"DBSS"
"0801503008";"08";"015";"03";"008";"545";"DBSS"
"0801503009";"08";"015";"03";"009";"795";"DBSS"
"0801503010";"08";"015";"03";"010";"1195";"DBSS"
"0801503011";"08";"015";"03";"011";"1460";"DBSS"
"0801503012";"08";"015";"03";"012";"1205";NA
"0801503013";"08";"015";"03";"013";"2540";"DBSS"
"0801504001";"08";"015";"04";"001";"1555";"DBSS"
"0801504002";"08";"015";"04";"002";"1510";"DBSS"
"0801504003";"08";"015";"04";"003";"1750";"DBSS"
"0801504004";"08";"015";"04";"004";"2220";"DBSS"
"0801504005";"08";"015";"04";"005";"1300";"DBSS"
"0801504006";"08";"015";"04";"006";"2235";"DBSS"
"0801504007";"08";"015";"04";"007";"2265";"DBSS"
"0801504008";"08";"015";"04";"008";"1460";"DBSS"
"0801504009";"08";"015";"04";"009";"975";"DBSS"
"0801504010";"08";"015";"04";"010";"970";"DBSS"
"0801504011";"08";"015";"04";"011";"1130";"DBSS"
"0801504012";"08";"015";"04";"012";"1595";"DBSS"
"0801504013";"08";"015";"04";"013";"1215";"DBSS"
"0801504014";"08";"015";"04";"014";"2510";"DBSS"
"0801504015";"08";"015";"04";"015";"1455";"DBSS"
"0801504016";"08";"015";"04";"016";"2270";"DBSS"
"0801505001";"08";"015";"05";"001";"2635";"DBSS"
"0801505002";"08";"015";"05";"002";"695";"DBSS"
"0801505003";"08";"015";"05";"003";"2455";"DBSS"
"0801505004";"08";"015";"05";"004";"2435";"DBSS"
"0801505005";"08";"015";"05";"005";"1760";"DBSS"
"0801505006";"08";"015";"05";"006";"1175";"DBSS"
"0801506001";"08";"015";"06";"001";"1350";"DBSS"
"0801506002";"08";"015";"06";"002";"1155";"DBSS"
"0801506003";"08";"015";"06";"003";"850";"DBSS"
"0801506004";"08";"015";"06";"004";"1615";"DBSS"
"0801506005";"08";"015";"06";"005";"1220";"DBSS"
"0801506006";"08";"015";"06";"006";"930";"DBSS"
"0801507001";"08";"015";"07";"001";"1545";"DBSS"
"0801507002";"08";"015";"07";"002";"2135";"DBSS"
"0801507003";"08";"015";"07";"003";"1525";"DBSS"
"0801507004";"08";"015";"07";"004";"1430";"DBSS"
"0801507005";"08";"015";"07";"005";"815";"DBSS"
"0801507006";"08";"015";"07";"006";"865";"DBSS"
"0801507007";"08";"015";"07";"007";"4300";"DBSS"
"0801507008";"08";"015";"07";"008";"1225";"DBSS"
"0801507009";"08";"015";"07";"009";"980";"DBSS"
"0801507010";"08";"015";"07";"010";"610";"DBSS"
"0801507011";"08";"015";"07";"011";"2260";"DBSS"
"0801507012";"08";"015";"07";"012";"1155";NA
"0801507013";"08";"015";"07";"013";"1550";"DBSS"
"0801507014";"08";"015";"07";"014";"2890";"DBSS"
"0801507015";"08";"015";"07";"015";"790";"DBSS"
"0801507017";"08";"015";"07";"017";"1975";"DBSS"
"0801507018";"08";"015";"07";"018";"1760";"DBSS"
"0801507020";"08";"015";"07";"020";"1585";"DBSS"
"0801507021";"08";"015";"07";"021";"765";"DBSS"
"0801507022";"08";"015";"07";"022";"805";"DBSS"
"0801507023";"08";"015";"07";"023";"2320";"DBSS"
"0801507024";"08";"015";"07";"024";"1845";"DBSS"
"0801507025";"08";"015";"07";"025";"1460";NA
"0801507028";"08";"015";"07";"028";"1240";"DBSS"
"0801507029";"08";"015";"07";"029";"2200";"DBSS"
"0801507030";"08";"015";"07";"030";"1885";"DBSS"
"0801507031";"08";"015";"07";"031";"1385";"DBSS"
"0801508001";"08";"015";"08";"001";"1850";"DBSS"
"0801508002";"08";"015";"08";"002";"2245";"DBSS"
"0801508003";"08";"015";"08";"003";"2315";"DBSS"
"0801508004";"08";"015";"08";"004";"610";"DBSS"
"0801508005";"08";"015";"08";"005";"1665";"DBSS"
"0801508006";"08";"015";"08";"006";"1850";"DBSS"
"0801508007";"08";"015";"08";"007";"1730";"DBSS"
"0801508008";"08";"015";"08";"008";"2040";"DBSS"
"0801508009";"08";"015";"08";"009";"1360";"DBSS"
"0801508010";"08";"015";"08";"010";"1655";NA
"0801508011";"08";"015";"08";"011";"890";"DBSS"
"0801508012";"08";"015";"08";"012";"2625";"DBSS"
"0801508013";"08";"015";"08";"013";"950";"DBSS"
"0801509001";"08";"015";"09";"001";"2130";"DBSS"
"0801509002";"08";"015";"09";"002";"830";"DBSS"
"0801509003";"08";"015";"09";"003";"1210";"DBSS"
"0801509004";"08";"015";"09";"004";"2620";"DBSS"
"0801509005";"08";"015";"09";"005";"780";"DBSS"
"0801509006";"08";"015";"09";"006";"565";"DBSS"
"0801509008";"08";"015";"09";"008";"1465";"DBSS"
"0801509009";"08";"015";"09";"009";"1085";"DBSS"
"0801509010";"08";"015";"09";"010";"770";"DBSS"
"0801509011";"08";"015";"09";"011";"930";"DBSS"
"0801509012";"08";"015";"09";"012";"1775";"DBSS"
"0801509013";"08";"015";"09";"013";"470";"DBSS"
"0801509014";"08";"015";"09";"014";"1575";"DBSS"
"0801509015";"08";"015";"09";"015";"2345";"DBSS"
"0801509016";"08";"015";"09";"016";"1820";"DBSS"
"0801509017";"08";"015";"09";"017";"1995";"DBSS"
"0801509018";"08";"015";"09";"018";"1690";"DBSS"
"0801509019";"08";"015";"09";"019";"1645";"DBSS"
"0801509020";"08";"015";"09";"020";"725";"DBSS"
"0801509021";"08";"015";"09";"021";"1755";"DBSS"
"0801509022";"08";"015";"09";"022";"1485";NA
"0801509023";"08";"015";"09";"023";"775";NA
"0801509024";"08";"015";"09";"024";"1705";"DBSS"
"0801509025";"08";"015";"09";"025";"1085";"DBSS"
"0801509026";"08";"015";"09";"026";"1240";"DBSS"
"0801509027";"08";"015";"09";"027";"1285";"DBSS"
"0801509028";"08";"015";"09";"028";"2435";"DBSS"
"0801509030";"08";"015";"09";"030";"1340";"DBSS"
"0801509031";"08";"015";"09";"031";"915";"DBSS"
"0801509032";"08";"015";"09";"032";"565";"DBSS"
"0801509033";"08";"015";"09";"033";"1630";"DBSS"
"0801509034";"08";"015";"09";"034";"1765";"DBSS"
"0801509035";"08";"015";"09";"035";"1755";"DBSS"
"0801509036";"08";"015";"09";"036";"780";"DBSS"
"0801509037";"08";"015";"09";"037";"1055";"DBSS"
"0801509038";"08";"015";"09";"038";"3185";"DBSS"
"0801509042";"08";"015";"09";"042";"175";"DBSS"
"0801509043";"08";"015";"09";"043";"1915";"DBSS"
"0801509044";"08";"015";"09";"044";"935";"DBSS"
"0801509045";"08";"015";"09";"045";"1080";"DBSS"
"0801509047";"08";"015";"09";"047";"1170";"DBSS"
"0801509049";"08";"015";"09";"049";"1225";"DBSS"
"0801509050";"08";"015";"09";"050";"820";NA
"0801509052";"08";"015";"09";"052";"860";"DBSS"
"0801509053";"08";"015";"09";"053";"1190";"DBSS"
"0801509054";"08";"015";"09";"054";"1270";"DBSS"
"0801509057";"08";"015";"09";"057";"1170";"DBSS"
"0801509058";"08";"015";"09";"058";"1610";"DBSS"
"0801509059";"08";"015";"09";"059";"855";"DBSS"
"0801601001";"08";"016";"01";"001";"2315";NA
"0801701001";"08";"017";"01";"001";"2680";NA
"0801701002";"08";"017";"01";"002";"1015";NA
"0801801001";"08";"018";"01";"001";"1870";NA
"0801801002";"08";"018";"01";"002";"1215";NA
"0801801003";"08";"018";"01";"003";"370";NA
"0801901001";"08";"019";"01";"001";"1065";"DPDL"
"0801901002";"08";"019";"01";"002";"1670";"DPDL"
"0801901003";"08";"019";"01";"003";"3405";"DPDL"
"0801901004";"08";"019";"01";"004";"1910";"DPDL"
"0801901005";"08";"019";"01";"005";"1605";"DPDL"
"0801901006";"08";"019";"01";"006";"1310";"DPDL"
"0801901007";"08";"019";"01";"007";"1395";"DPDL"
"0801901008";"08";"019";"01";"008";"5130";"DPDL"
"0801901009";"08";"019";"01";"009";"1780";"DPDL"
"0801901010";"08";"019";"01";"010";"2805";"DPDL"
"0801901011";"08";"019";"01";"011";"1415";"DPDL"
"0801901012";"08";"019";"01";"012";"1180";"DPDL"
"0801901013";"08";"019";"01";"013";"1305";"DPDL"
"0801901014";"08";"019";"01";"014";"965";"DPDL"
"0801901015";"08";"019";"01";"015";"2950";"DPDL"
"0801901016";"08";"019";"01";"016";"2725";"DPDL"
"0801901017";"08";"019";"01";"017";"1660";"DPDL"
"0801901018";"08";"019";"01";"018";"1060";"DPDL"
"0801901019";"08";"019";"01";"019";"3155";"DPDL"
"0801901020";"08";"019";"01";"020";"1375";"DPDL"
"0801901021";"08";"019";"01";"021";"3425";"DPDL"
"0801901022";"08";"019";"01";"022";"1275";"DPDL"
"0801901023";"08";"019";"01";"023";"3200";"DPDL"
"0801901024";"08";"019";"01";"024";"535";NA
"0801901025";"08";"019";"01";"025";"1485";"DPDL"
"0801901026";"08";"019";"01";"026";"2205";"DPDL"
"0801901027";"08";"019";"01";"027";"1405";"DPDL"
"0801901028";"08";"019";"01";"028";"1775";"DPDL"
"0801901029";"08";"019";"01";"029";"2640";"DPDL"
"0801901030";"08";"019";"01";"030";"1720";"DPDL"
"0801901031";"08";"019";"01";"031";"1340";"DPDL"
"0801901032";"08";"019";"01";"032";"2090";"DBSS"
"0801901033";"08";"019";"01";"033";"2100";"DBSS"
"0801901034";"08";"019";"01";"034";"955";"DBSS"
"0801901035";"08";"019";"01";"035";"1135";"DBSS"
"0801901036";"08";"019";"01";"036";"1510";"DBSS"
"0801901037";"08";"019";"01";"037";"1630";"DBSS"
"0801901038";"08";"019";"01";"038";"2030";"DBSS"
"0801901039";"08";"019";"01";"039";"1960";"DBSS"
"0801901040";"08";"019";"01";"040";"1275";"DBSS"
"0801901041";"08";"019";"01";"041";"1195";"DBSS"
"0801901042";"08";"019";"01";"042";"2070";"DBSS"
"0801901043";"08";"019";"01";"043";"970";"DBSS"
"0801901044";"08";"019";"01";"044";"1540";"DBSS"
"0801901045";"08";"019";"01";"045";"2465";"DBSS"
"0801901046";"08";"019";"01";"046";"915";"DBSS"
"0801901047";"08";"019";"01";"047";"1820";"DBSS"
"0801901048";"08";"019";"01";"048";"2000";"DBSS"
"0801901049";"08";"019";"01";"049";"1335";"DBSS"
"0801901050";"08";"019";"01";"050";"935";"DBSS"
"0801901051";"08";"019";"01";"051";"1125";"DBSS"
"0801901052";"08";"019";"01";"052";"2265";"DBSS"
"0801901053";"08";"019";"01";"053";"3635";"DBSS"
"0801901054";"08";"019";"01";"054";"1430";"DBSS"
"0801901055";"08";"019";"01";"055";"1905";"DBSS"
"0801902001";"08";"019";"02";"001";"1335";"DBSS"
"0801902002";"08";"019";"02";"002";"1400";"DBSS"
"0801902003";"08";"019";"02";"003";"1145";"DBSS"
"0801902004";"08";"019";"02";"004";"1470";"DBSS"
"0801902005";"08";"019";"02";"005";"2705";"DBSS"
"0801902006";"08";"019";"02";"006";"1635";"DBSS"
"0801902007";"08";"019";"02";"007";"1115";"DBSS"
"0801902008";"08";"019";"02";"008";"2260";"DBSS"
"0801902009";"08";"019";"02";"009";"1445";"DBSS"
"0801902010";"08";"019";"02";"010";"1035";"DBSS"
"0801902011";"08";"019";"02";"011";"935";"DBSS"
"0801902012";"08";"019";"02";"012";"1890";"DBSS"
"0801902013";"08";"019";"02";"013";"1085";"DBSS"
"0801902014";"08";"019";"02";"014";"1230";"DBSS"
"0801902015";"08";"019";"02";"015";"1235";"DBSS"
"0801902016";"08";"019";"02";"016";"1520";"DBSS"
"0801902017";"08";"019";"02";"017";"2150";"DBSS"
"0801902018";"08";"019";"02";"018";"1510";"DBSS"
"0801902019";"08";"019";"02";"019";"2080";"DBSS"
"0801902020";"08";"019";"02";"020";"1505";"DBSS"
"0801902021";"08";"019";"02";"021";"1190";"DBSS"
"0801902022";"08";"019";"02";"022";"1165";"DBSS"
"0801902023";"08";"019";"02";"023";"1475";"DBSS"
"0801902024";"08";"019";"02";"024";"1400";"DBSS"
"0801902025";"08";"019";"02";"025";"1045";"DBSS"
"0801902026";"08";"019";"02";"026";"2040";"DBSS"
"0801902027";"08";"019";"02";"027";"2095";"DBSS"
"0801902028";"08";"019";"02";"028";"2320";"DBSS"
"0801902029";"08";"019";"02";"029";"1025";"DBSS"
"0801902030";"08";"019";"02";"030";"1820";"DBSS"
"0801902031";"08";"019";"02";"031";"1265";"DBSS"
"0801902032";"08";"019";"02";"032";"1070";"DBSS"
"0801902033";"08";"019";"02";"033";"1500";"DBSS"
"0801902034";"08";"019";"02";"034";"765";"DBSS"
"0801902035";"08";"019";"02";"035";"1840";"DBSS"
"0801902036";"08";"019";"02";"036";"1310";"DBSS"
"0801902037";"08";"019";"02";"037";"1335";"DBSS"
"0801902038";"08";"019";"02";"038";"1355";"DBSS"
"0801902039";"08";"019";"02";"039";"1770";"DBSS"
"0801902040";"08";"019";"02";"040";"1630";"DBSS"
"0801902041";"08";"019";"02";"041";"1420";"DBSS"
"0801902042";"08";"019";"02";"042";"1405";"DBSS"
"0801902043";"08";"019";"02";"043";"1560";"DBSS"
"0801902044";"08";"019";"02";"044";"1020";"DBSS"
"0801902045";"08";"019";"02";"045";"960";"DBSS"
"0801902046";"08";"019";"02";"046";"2010";"DBSS"
"0801902047";"08";"019";"02";"047";"1745";"DBSS"
"0801902048";"08";"019";"02";"048";"925";"DBSS"
"0801902049";"08";"019";"02";"049";"2155";"DBSS"
"0801902050";"08";"019";"02";"050";"1480";"DBSS"
"0801902051";"08";"019";"02";"051";"2165";"DBSS"
"0801902052";"08";"019";"02";"052";"1955";"DBSS"
"0801902053";"08";"019";"02";"053";"1865";"DBSS"
"0801902054";"08";"019";"02";"054";"2205";"DBSS"
"0801902055";"08";"019";"02";"055";"1730";"DBSS"
"0801902056";"08";"019";"02";"056";"1430";"DBSS"
"0801902057";"08";"019";"02";"057";"985";"DBSS"
"0801902058";"08";"019";"02";"058";"1515";"DBSS"
"0801902059";"08";"019";"02";"059";"1410";"DBSS"
"0801902060";"08";"019";"02";"060";"1710";"DBSS"
"0801902061";"08";"019";"02";"061";"1915";"DBSS"
"0801902062";"08";"019";"02";"062";"1630";"DBSS"
"0801902063";"08";"019";"02";"063";"885";"DBSS"
"0801902064";"08";"019";"02";"064";"1395";"DBSS"
"0801902065";"08";"019";"02";"065";"1490";"DBSS"
"0801902066";"08";"019";"02";"066";"1620";"DBSS"
"0801902067";"08";"019";"02";"067";"1450";"DBSS"
"0801902068";"08";"019";"02";"068";"1620";"DBSS"
"0801902069";"08";"019";"02";"069";"1165";"DBSS"
"0801902070";"08";"019";"02";"070";"825";"DBSS"
"0801902071";"08";"019";"02";"071";"1810";"DBSS"
"0801902072";"08";"019";"02";"072";"945";"DBSS"
"0801902073";"08";"019";"02";"073";"1380";"DBSS"
"0801902074";"08";"019";"02";"074";"1545";"DBSS"
"0801902075";"08";"019";"02";"075";"1345";"DBSS"
"0801902076";"08";"019";"02";"076";"1320";"DBSS"
"0801902077";"08";"019";"02";"077";"1315";"DBSS"
"0801902078";"08";"019";"02";"078";"1645";"DBSS"
"0801902079";"08";"019";"02";"079";"1465";"DBSS"
"0801902080";"08";"019";"02";"080";"1215";"DBSS"
"0801902081";"08";"019";"02";"081";"1645";"DBSS"
"0801902082";"08";"019";"02";"082";"1320";"DBSS"
"0801902083";"08";"019";"02";"083";"1815";"DBSS"
"0801902084";"08";"019";"02";"084";"1500";"DBSS"
"0801902085";"08";"019";"02";"085";"1315";"DBSS"
"0801902086";"08";"019";"02";"086";"1195";"DBSS"
"0801902087";"08";"019";"02";"087";"1835";"DBSS"
"0801902088";"08";"019";"02";"088";"1535";"DBSS"
"0801902089";"08";"019";"02";"089";"1485";"DBSS"
"0801902090";"08";"019";"02";"090";"1505";"DBSS"
"0801902091";"08";"019";"02";"091";"1825";"DBSS"
"0801902092";"08";"019";"02";"092";"965";"DBSS"
"0801902093";"08";"019";"02";"093";"1625";"DBSS"
"0801902094";"08";"019";"02";"094";"1040";"DBSS"
"0801902095";"08";"019";"02";"095";"1300";"DBSS"
"0801902096";"08";"019";"02";"096";"1145";"DBSS"
"0801902097";"08";"019";"02";"097";"965";"DBSS"
"0801902098";"08";"019";"02";"098";"1270";"DBSS"
"0801902099";"08";"019";"02";"099";"1495";"DBSS"
"0801902100";"08";"019";"02";"100";"1625";"DBSS"
"0801902101";"08";"019";"02";"101";"1880";"DBSS"
"0801902102";"08";"019";"02";"102";"1255";"DBSS"
"0801902103";"08";"019";"02";"103";"1710";"DBSS"
"0801902104";"08";"019";"02";"104";"1070";"DBSS"
"0801902105";"08";"019";"02";"105";"2080";"DBSS"
"0801902106";"08";"019";"02";"106";"1460";"DBSS"
"0801902107";"08";"019";"02";"107";"1645";"DBSS"
"0801902108";"08";"019";"02";"108";"2240";"DBSS"
"0801902109";"08";"019";"02";"109";"2420";"DBSS"
"0801902110";"08";"019";"02";"110";"2150";"DBSS"
"0801902111";"08";"019";"02";"111";"1400";"DBSS"
"0801902112";"08";"019";"02";"112";"1370";"DBSS"
"0801902113";"08";"019";"02";"113";"1940";"DBSS"
"0801902114";"08";"019";"02";"114";"1625";"DBSS"
"0801902115";"08";"019";"02";"115";"1530";"DBSS"
"0801902116";"08";"019";"02";"116";"835";"DBSS"
"0801902117";"08";"019";"02";"117";"1045";"DBSS"
"0801902118";"08";"019";"02";"118";"1675";"DBSS"
"0801902119";"08";"019";"02";"119";"1450";"DBSS"
"0801902120";"08";"019";"02";"120";"1600";"DBSS"
"0801902121";"08";"019";"02";"121";"1625";"DBSS"
"0801902122";"08";"019";"02";"122";"1440";"DBSS"
"0801902123";"08";"019";"02";"123";"1175";"DBSS"
"0801902124";"08";"019";"02";"124";"1420";"DBSS"
"0801902125";"08";"019";"02";"125";"1855";"DBSS"
"0801902126";"08";"019";"02";"126";"1475";"DBSS"
"0801902127";"08";"019";"02";"127";"690";"DBSS"
"0801902128";"08";"019";"02";"128";"1140";"DBSS"
"0801902129";"08";"019";"02";"129";"1735";"DBSS"
"0801902130";"08";"019";"02";"130";"920";"DBSS"
"0801902131";"08";"019";"02";"131";"1455";"DBSS"
"0801902132";"08";"019";"02";"132";"1195";"DBSS"
"0801902133";"08";"019";"02";"133";"950";"DBSS"
"0801902134";"08";"019";"02";"134";"2045";"DBSS"
"0801902135";"08";"019";"02";"135";"2265";"DBSS"
"0801902136";"08";"019";"02";"136";"1110";"DBSS"
"0801902137";"08";"019";"02";"137";"1490";"DBSS"
"0801902138";"08";"019";"02";"138";"2040";"DBSS"
"0801902139";"08";"019";"02";"139";"2050";"DBSS"
"0801902140";"08";"019";"02";"140";"2395";"DBSS"
"0801902141";"08";"019";"02";"141";"1285";"DBSS"
"0801902142";"08";"019";"02";"142";"2105";"DBSS"
"0801902143";"08";"019";"02";"143";"1445";"DBSS"
"0801902144";"08";"019";"02";"144";"1385";"DBSS"
"0801902145";"08";"019";"02";"145";"1180";"DBSS"
"0801902146";"08";"019";"02";"146";"1380";"DBSS"
"0801902147";"08";"019";"02";"147";"2445";"DBSS"
"0801902148";"08";"019";"02";"148";"1735";"DBSS"
"0801902149";"08";"019";"02";"149";"1405";"DBSS"
"0801902150";"08";"019";"02";"150";"1265";"DPDL"
"0801902151";"08";"019";"02";"151";"1595";"DPDL"
"0801902152";"08";"019";"02";"152";"1675";"DPDL"
"0801902153";"08";"019";"02";"153";"1855";"DPDL"
"0801902154";"08";"019";"02";"154";"865";"DPDL"
"0801902155";"08";"019";"02";"155";"1425";"DPDL"
"0801902156";"08";"019";"02";"156";"1115";"DPDL"
"0801902157";"08";"019";"02";"157";"1175";"DPDL"
"0801902158";"08";"019";"02";"158";"1585";"DPDL"
"0801902159";"08";"019";"02";"159";"2115";"DPDL"
"0801902160";"08";"019";"02";"160";"1875";"DPDL"
"0801902161";"08";"019";"02";"161";"1745";"DPDL"
"0801902162";"08";"019";"02";"162";"1825";"DPDL"
"0801902163";"08";"019";"02";"163";"1425";"DPDL"
"0801902164";"08";"019";"02";"164";"1525";"DPDL"
"0801902165";"08";"019";"02";"165";"1590";"DPDL"
"0801902166";"08";"019";"02";"166";"2210";"DPDL"
"0801902167";"08";"019";"02";"167";"2065";"DPDL"
"0801902168";"08";"019";"02";"168";"2325";"DPDL"
"0801902169";"08";"019";"02";"169";"1325";"DPDL"
"0801902170";"08";"019";"02";"170";"1170";"DPDL"
"0801902171";"08";"019";"02";"171";"1325";"DPDL"
"0801902172";"08";"019";"02";"172";"1340";"DPDL"
"0801902173";"08";"019";"02";"173";"1330";"DPDL"
"0801903001";"08";"019";"03";"001";"1630";"DPDL"
"0801903002";"08";"019";"03";"002";"3040";"DPDL"
"0801903003";"08";"019";"03";"003";"1930";"DPDL"
"0801903004";"08";"019";"03";"004";"1375";"DPDL"
"0801903005";"08";"019";"03";"005";"1455";"DPDL"
"0801903006";"08";"019";"03";"006";"1505";"DPDL"
"0801903007";"08";"019";"03";"007";"1555";"DPDL"
"0801903008";"08";"019";"03";"008";"765";"DPDL"
"0801903009";"08";"019";"03";"009";"1085";"DPDL"
"0801903010";"08";"019";"03";"010";"1320";"DPDL"
"0801903011";"08";"019";"03";"011";"1500";"DPDL"
"0801903012";"08";"019";"03";"012";"1875";"DPDL"
"0801903013";"08";"019";"03";"013";"1250";"DPDL"
"0801903014";"08";"019";"03";"014";"1560";"DPDL"
"0801903015";"08";"019";"03";"015";"3385";"DPDL"
"0801903016";"08";"019";"03";"016";"880";"DPDL"
"0801903017";"08";"019";"03";"017";"1000";"DPDL"
"0801903018";"08";"019";"03";"018";"1500";"DPDL"
"0801903019";"08";"019";"03";"019";"1190";"DPDL"
"0801903020";"08";"019";"03";"020";"995";"DPDL"
"0801903021";"08";"019";"03";"021";"1245";"DPDL"
"0801903022";"08";"019";"03";"022";"1350";"DPDL"
"0801903023";"08";"019";"03";"023";"2020";"DPDL"
"0801903024";"08";"019";"03";"024";"2150";"DPDL"
"0801903025";"08";"019";"03";"025";"790";"DPDL"
"0801903026";"08";"019";"03";"026";"1080";"DPDL"
"0801903027";"08";"019";"03";"027";"1770";"DPDL"
"0801903028";"08";"019";"03";"028";"2330";"DPDL"
"0801903029";"08";"019";"03";"029";"1490";"DPDL"
"0801903030";"08";"019";"03";"030";"1760";"DPDL"
"0801903031";"08";"019";"03";"031";"2550";"DPDL"
"0801903032";"08";"019";"03";"032";"1490";"DPDL"
"0801903033";"08";"019";"03";"033";"825";"DPDL"
"0801903034";"08";"019";"03";"034";"3315";"DPDL"
"0801903035";"08";"019";"03";"035";"7480";"DPDL"
"0801903036";"08";"019";"03";"036";"2375";"DPDL"
"0801903037";"08";"019";"03";"037";"1385";"DPDL"
"0801903038";"08";"019";"03";"038";"900";"DPDL"
"0801903039";"08";"019";"03";"039";"1915";"DPDL"
"0801903040";"08";"019";"03";"040";"1610";"DPDL"
"0801903041";"08";"019";"03";"041";"925";"DPDL"
"0801903042";"08";"019";"03";"042";"1275";"DPDL"
"0801903043";"08";"019";"03";"043";"1565";"DPDL"
"0801903044";"08";"019";"03";"044";"1680";"DPDL"
"0801903045";"08";"019";"03";"045";"1390";"DPDL"
"0801903046";"08";"019";"03";"046";"1780";"DPDL"
"0801903047";"08";"019";"03";"047";"1515";"DPDL"
"0801903048";"08";"019";"03";"048";"1705";"DPDL"
"0801903049";"08";"019";"03";"049";"1780";"DPDL"
"0801903050";"08";"019";"03";"050";"1200";"DPDL"
"0801903051";"08";"019";"03";"051";"1605";"DPDL"
"0801903052";"08";"019";"03";"052";"1370";"DPDL"
"0801903053";"08";"019";"03";"053";"1835";"DPDL"
"0801903054";"08";"019";"03";"054";"1545";"DPDL"
"0801903055";"08";"019";"03";"055";"1530";"DPDL"
"0801903056";"08";"019";"03";"056";"995";"DPDL"
"0801903057";"08";"019";"03";"057";"1325";"DPDL"
"0801903058";"08";"019";"03";"058";"1270";"DPDL"
"0801903059";"08";"019";"03";"059";"1340";"DPDL"
"0801903060";"08";"019";"03";"060";"1445";"DPDL"
"0801903061";"08";"019";"03";"061";"915";"DPDL"
