cmun,dist,secc,poblacio,codi_edar
8019,8,31,1288,DBSS
8019,8,32,1276,DBSS
8019,8,33,1473,DBSS
8019,8,34,1236,DBSS
8019,8,35,4260,DBSS
8019,8,36,1520,DBSS
8019,8,37,1548,DBSS
8019,8,38,1552,DBSS
8019,8,39,1557,DBSS
8019,8,40,1883,DBSS
8019,8,41,2602,DBSS
8019,8,42,1233,DBSS
8019,8,43,1136,DBSS
8019,8,44,1287,DBSS
8019,8,45,1762,DBSS
8019,8,46,1405,DBSS
8019,8,47,1608,DBSS
8019,8,48,974,DBSS
8019,8,49,1230,DBSS
8019,8,50,1379,DBSS
8019,8,51,1340,DBSS
8019,8,52,899,DBSS
8019,8,53,1138,DBSS
8019,8,54,1664,DBSS
8019,8,55,1813,DBSS
8019,8,56,1478,DBSS
8019,8,57,1324,DBSS
8019,8,58,1614,DBSS
8019,8,59,989,DBSS
8019,8,60,1175,DBSS
8019,8,61,1636,DBSS
8019,8,62,1141,DBSS
8019,8,63,1068,DBSS
8019,8,64,1777,DBSS
8019,8,65,1774,DBSS
8019,8,66,1635,DBSS
8019,8,67,1777,DBSS
8019,8,68,1930,DBSS
8019,8,69,1558,DBSS
8019,8,70,1465,DBSS
8019,8,71,1742,DBSS
8019,8,72,1200,DBSS
8019,8,73,1743,DBSS
8019,8,74,1549,DBSS
8019,8,75,1901,DBSS
8019,8,76,1599,DBSS
8019,8,77,1440,DBSS
8019,8,78,1545,DBSS
8019,8,79,1436,DBSS
8019,8,80,1542,DBSS
8019,8,81,1670,DBSS
8019,8,82,1594,DBSS
8019,8,83,1307,DBSS
8019,8,84,1136,DBSS
8019,8,85,1458,DBSS
8019,8,86,1700,DBSS
8019,8,87,1250,DBSS
8019,8,88,1274,DBSS
8019,8,89,1227,DBSS
8019,8,90,1202,DBSS
8019,8,91,1200,DBSS
8019,8,92,993,DBSS
8019,8,93,1269,DBSS
8019,8,94,1452,DBSS
8019,8,95,1065,DBSS
8019,8,96,1537,DBSS
8019,8,97,1348,DBSS
8019,8,98,1259,DBSS
8019,8,99,1441,DBSS
8019,8,100,1286,DBSS
8019,8,101,1736,DBSS
8019,8,102,1529,DBSS
8019,8,103,1653,DBSS
8019,8,104,1237,DBSS
8019,8,105,1457,DBSS
8019,8,106,1232,DBSS
8019,8,107,1928,DBSS
8019,8,108,1914,DBSS
8019,8,109,976,DBSS
8019,8,110,2031,DBSS
8019,8,111,1697,DBSS
8019,8,112,1735,DBSS
8019,8,113,1781,DBSS
8019,8,114,2024,DBSS
8019,8,115,1758,DBSS
8019,8,116,1384,DBSS
8019,8,215,1551,DBSS
8019,9,1,2739,DBSS
8019,9,2,2123,DBSS
8019,9,3,2165,DBSS
8019,9,4,1700,DBSS
8019,9,5,1637,DBSS
8019,9,6,1274,DBSS
8019,9,7,1371,DBSS
8019,9,8,1859,DBSS
8019,9,9,1438,DBSS
8019,9,10,1830,DBSS
8019,9,11,1681,DBSS
8019,9,13,2020,DBSS
8019,9,14,2940,DBSS
8019,9,15,1814,DBSS
8019,9,16,1334,DBSS
8019,9,17,1514,DBSS
8019,9,18,1487,DBSS
8019,9,19,2701,DBSS
8019,9,20,1144,DBSS
8019,9,21,1373,DBSS
8019,9,22,1273,DBSS
8019,9,23,1234,DBSS
8019,9,24,1177,DBSS
8019,9,25,1193,DBSS
8019,9,26,1525,DBSS
8019,9,27,1301,DBSS
8019,9,28,1599,DBSS
8019,9,29,1109,DBSS
8019,9,30,1449,DBSS
8019,9,31,1186,DBSS
8019,9,32,2202,DBSS
8019,9,33,3193,DBSS
8019,9,34,1410,DBSS
8019,9,35,1587,DBSS
8019,9,36,1397,DBSS
8019,9,37,1552,DBSS
8019,9,38,1754,DBSS
8019,9,39,1526,DBSS
8019,9,40,1583,DBSS
8019,9,41,1365,DBSS
8019,9,42,1259,DBSS
8019,9,43,1328,DBSS
8019,9,44,1484,DBSS
8019,9,45,1420,DBSS
8019,9,46,1316,DBSS
8019,9,47,1607,DBSS
8019,9,48,1378,DBSS
8019,9,49,1316,DBSS
8019,9,50,1523,DBSS
8019,9,51,1247,DBSS
8019,9,52,1208,DBSS
8019,9,53,1601,DBSS
8019,9,54,1099,DBSS
8019,9,55,1729,DBSS
8019,9,56,1149,DBSS
8019,9,57,1634,DBSS
8019,9,58,1511,DBSS
8019,9,59,1385,DBSS
8019,9,60,1337,DBSS
8019,9,61,1632,DBSS
8019,9,62,1349,DBSS
8019,9,63,1165,DBSS
8019,9,64,1160,DBSS
8019,9,65,2072,DBSS
8019,9,66,1437,DBSS
8019,9,67,1522,DBSS
8019,9,68,1543,DBSS
8019,9,69,910,DBSS
8019,9,70,1718,DBSS
8019,9,71,1906,DBSS
8019,9,72,1437,DBSS
8019,9,73,1504,DBSS
8019,9,74,1671,DBSS
8019,9,75,1550,DBSS
8019,9,76,1453,DBSS
8019,9,77,1624,DBSS
8019,9,78,1434,DBSS
8019,9,79,1622,DBSS
8019,9,80,1333,DBSS
8019,9,81,1729,DBSS
8019,9,82,2004,DBSS
8019,9,83,1579,DBSS
8019,9,84,1744,DBSS
8019,9,85,1785,DBSS
8019,9,86,1437,DBSS
8019,9,87,1289,DBSS
8019,9,88,1896,DBSS
8019,9,89,1514,DBSS
8019,9,90,1594,DBSS
8019,9,91,1892,DBSS
8019,9,92,1916,DBSS
8019,9,93,1286,DBSS
8019,9,94,2033,DBSS
8019,9,95,2126,DBSS
8019,9,156,1251,DBSS
8019,10,1,1593,DBSS
8019,10,2,1748,DBSS
8019,10,3,1554,DBSS
8019,10,4,1568,DBSS
8019,10,5,1656,DBSS
8019,10,6,1840,DBSS
8019,10,7,1306,DBSS
8019,10,8,1736,DBSS
8019,10,9,1597,DBSS
8019,10,10,1723,DBSS
8019,10,11,1184,DBSS
8019,10,12,1801,DBSS
8019,10,13,1388,DBSS
8019,10,14,1498,DBSS
8019,10,15,1906,DBSS
8019,10,16,1213,DBSS
8019,10,17,1668,DBSS
8019,10,18,1442,DBSS
8019,10,19,1559,DBSS
8019,10,20,1475,DBSS
8019,10,21,1357,DBSS
8019,10,22,1345,DBSS
8019,10,23,1412,DBSS
8019,10,24,1445,DBSS
8019,10,25,1346,DBSS
8019,10,26,1512,DBSS
8019,10,27,1475,DBSS
8019,10,28,1795,DBSS
8019,10,29,1410,DBSS
8019,10,30,1746,DBSS
8019,10,31,1527,DBSS
8019,10,32,1373,DBSS
8019,10,33,854,DBSS
8019,10,34,1708,DBSS
8019,10,35,1974,DBSS
8019,10,36,1418,DBSS
8019,10,37,1026,DBSS
8019,10,38,1583,DBSS
8019,10,39,1841,DBSS
8019,10,40,1805,DBSS
8019,10,41,1647,DBSS
8019,10,42,3035,DBSS
8019,10,43,2305,DBSS
8019,10,44,1522,DBSS
8019,10,45,1298,DBSS
8019,10,46,1198,DBSS
8019,10,47,1735,DBSS
8019,10,48,1645,DBSS
8019,10,49,1311,DBSS
8019,10,50,1554,DBSS
8019,10,51,1602,DBSS
8019,10,52,2401,DBSS
8019,10,53,1715,DBSS
8019,10,54,940,DBSS
8019,10,55,2582,DBSS
8019,10,56,1879,DBSS
8019,10,57,1429,DBSS
8019,10,58,1127,DBSS
8019,10,59,1743,DBSS
8019,10,60,1652,DBSS
8019,10,61,1731,DBSS
8019,10,62,1521,DBSS
8019,10,63,1163,DBSS
8019,10,64,1680,DBSS
8019,10,65,1560,DBSS
8019,10,66,2074,DBSS
8019,10,67,1873,DBSS
8019,10,68,1663,DBSS
8019,10,69,2736,DBSS
8019,10,70,1648,DBSS
8019,10,71,1835,DBSS
8019,10,72,1992,DBSS
8019,10,73,1470,DBSS
8019,10,74,1644,DBSS
8019,10,75,1556,DBSS
8019,10,76,2233,DBSS
8019,10,77,1853,DBSS
8019,10,78,2410,DBSS
8019,10,79,1734,DBSS
8019,10,80,2160,DBSS
8019,10,81,2105,DBSS
8019,10,82,1925,DBSS
8019,10,83,2248,DBSS
8019,10,84,1637,DBSS
8019,10,85,2093,DBSS
8019,10,86,1970,DBSS
8019,10,87,1867,DBSS
8019,10,88,1659,DBSS
8019,10,89,4190,DBSS
8019,10,90,1487,DBSS
8019,10,91,1976,DBSS
8019,10,92,1453,DBSS
8019,10,93,1047,DBSS
8019,10,94,2998,DBSS
8019,10,95,1276,DBSS
8019,10,96,1609,DBSS
8019,10,97,1574,DBSS
8019,10,98,1767,DBSS
8019,10,99,1151,DBSS
8019,10,100,1677,DBSS
8019,10,101,1647,DBSS
8019,10,102,2576,DBSS
8019,10,103,2167,DBSS
8019,10,104,1584,DBSS
8019,10,105,2189,DBSS
8019,10,106,1010,DBSS
8019,10,107,1528,DBSS
8019,10,108,1303,DBSS
8019,10,109,1661,DBSS
8019,10,110,1700,DBSS
8019,10,111,1299,DBSS
8019,10,112,1528,DBSS
8019,10,113,1176,DBSS
8019,10,114,1479,DBSS
8019,10,115,1396,DBSS
8019,10,116,1844,DBSS
8019,10,117,1263,DBSS
8019,10,118,989,DBSS
8019,10,119,1147,DBSS
8019,10,120,1452,DBSS
8019,10,121,1581,DBSS
8019,10,122,1487,DBSS
8019,10,123,1341,DBSS
8019,10,124,1101,DBSS
8019,10,125,1088,DBSS
8019,10,126,1001,DBSS
8019,10,127,1013,DBSS
8019,10,128,1581,DBSS
8019,10,129,1150,DBSS
8019,10,130,1190,DBSS
8019,10,131,1111,DBSS
8019,10,132,1248,DBSS
8019,10,133,1700,DBSS
8019,10,134,1550,DBSS
8019,10,135,1222,DBSS
8019,10,136,1350,DBSS
8019,10,137,1570,DBSS
8019,10,138,1594,DBSS
8019,10,139,1694,DBSS
8019,10,140,1651,DBSS
8019,10,141,1113,DBSS
8019,10,142,1604,DBSS
8019,10,143,1713,DBSS
8019,10,234,1826,DBSS
8019,10,235,1321,DBSS
8019,10,236,1612,DBSS
8019,10,237,923,DBSS
8020,1,1,2483
8020,1,2,2104
8020,1,3,2769
8021,1,1,73
8022,1,1,1609,DBER
8022,1,2,1385,DBER
8022,1,3,864,DBER
8022,1,4,2069,DBER
8022,1,5,1882,DBER
8022,1,6,905,DBER
8022,2,1,1088,DBER
8022,2,2,969,DBER
8022,2,3,1531,DBER
8022,2,4,1885,DBER
8022,2,5,1180,DBER
8022,3,1,561,DBER
8022,4,1,754,DBER
8023,1,1,1926
8023,1,2,2127
8023,1,3,2373
8023,1,4,2166
8023,1,5,950
8024,1,1,455
8025,1,1,2177,DABR
8026,1,1,275
8027,1,1,1005,DVDP
8028,1,1,1521
8029,1,1,2522,DMAT
8029,1,2,2265,DMAT
8030,1,1,2313,DMAT
8030,1,2,2899,DMAT
8030,1,3,2355,DMAT
8031,1,1,810
8031,1,2,2787
8032,1,1,3097
8033,1,1,1639
8033,1,2,2613
8033,1,3,923
8033,2,1,2275
8033,3,1,1876
8033,3,2,1037
8033,3,3,2404
8033,3,4,1833
8033,3,5,2283
8033,3,6,914
8034,1,1,1063
8035,1,1,1880
8035,1,2,1234
8035,1,3,2876
8035,2,1,1074
8035,2,2,2438
8035,3,1,2642
8035,3,2,2621
8035,3,3,2035
8035,3,4,2436
8036,1,1,194
8037,1,1,2504,DVIC
8038,1,1,2098,DMAS
8039,1,1,540
8040,1,1,1662
8040,1,2,2010
8040,1,3,1331
8040,1,4,1815
8040,1,5,1309
8040,1,6,1397
8040,1,7,1140
8040,1,8,1253
8040,1,9,1376
8040,1,10,1517
8041,1,1,2305,DGRA
8041,1,2,2372,DGRA
8041,1,3,2529,DGRA
8041,1,4,2142,DGRA
8041,1,5,1893,DGRA
8041,1,6,1817,DGRA
8041,1,7,1796,DGRA
8041,1,8,2018,DGRA
8042,1,1,1659
8042,1,2,1560
8043,1,1,2700
8043,1,2,2186
8044,1,1,2382
8044,2,1,1266
8044,2,2,1666
8045,1,1,84
8046,1,1,1552
8046,1,2,1964
8046,1,3,1694
8046,2,1,2470
8046,2,2,2059
8046,2,3,1793
8046,2,4,1818
8046,2,5,1421
8046,3,1,1760
8046,3,2,2078
8047,1,1,1057
8047,1,2,1504
8047,1,3,939
8047,2,1,1093
8048,1,1,768
8049,1,1,1636
8050,1,1,171
8051,1,1,1216
8051,1,2,1448
8051,1,3,1868
8051,1,4,2058
8051,1,5,1725
8051,1,6,1789
8051,1,7,2473
8051,1,8,2147
8051,1,9,2407
8051,1,10,1415
8051,1,11,1229
8051,1,12,1088
8051,1,13,2110
8051,1,14,1686
8052,1,1,167
8053,1,1,1898
8053,1,2,1955
8054,1,1,2570,DSFL
8054,1,2,1123,DSFL
8054,1,3,2117,DSFL
8054,1,4,2342,DSFL
8054,1,5,2388,DSFL
8054,1,6,2070,DSFL
8055,1,1,753
8056,1,1,1991,DGVC
8056,1,2,2031,DGVC
8056,1,3,1789,DGVC
8056,1,4,1692,DGVC
8056,1,5,1980,DGVC
8056,1,6,2008,DGVC
8056,1,7,1808,DGVC
8056,1,8,1445,DGVC
8056,1,9,1689,DGVC
8056,1,10,1413,DGVC
8056,2,1,1884,DGVC
8056,2,2,1643,DGVC
8056,2,3,1933,DGVC
8056,2,4,2150,DGVC
8056,2,5,1103,DGVC
8056,2,6,2121,DGVC
8056,2,7,1466,DGVC
8056,3,1,1821,DGVC
8056,3,2,1270,DGVC
8056,3,3,2332,DGVC
8056,3,4,1736,DGVC
8056,3,5,1949,DGVC
8056,3,6,1009,DGVC
8056,4,1,2384,DGVC
8056,4,2,1776,DGVC
8056,4,3,2360,DGVC
8056,4,4,2386,DGVC
8056,4,5,1521,DGVC
8056,4,6,1435,DGVC
8056,4,7,1628,DGVC
8056,5,1,1805,DGVC
8056,5,2,2437,DGVC
8056,5,3,1640,DGVC
8056,5,4,2310,DGVC
8056,5,5,2129,DGVC
8056,5,6,1357,DGVC
8056,5,7,1795,DGVC
8057,1,1,72
8058,1,1,2452
8059,1,1,448
8060,1,1,163
8061,1,1,2179
8062,1,1,1420
8063,1,1,653
8064,1,1,2632
8065,1,1,1597,DVDP
8066,1,1,1996,DSFL
8067,1,1,1702
8067,1,2,1421
8067,1,3,1931
8067,1,4,2541
8068,1,1,2552,DSFL
8068,1,2,2151,DSFL
8068,1,3,1138,DSFL
8068,1,4,2547,DSFL
8068,1,5,845,DSFL
8069,1,1,2620,DABR
8069,1,3,2035,DABR
8070,1,1,387
8071,1,1,322
8072,1,1,1353,DSFL
8072,1,2,2768,DSFL
8072,1,3,1768,DSFL
8072,1,4,903,DSFL
8072,1,5,1139,DSFL
8072,1,6,1350,DSFL
8072,1,7,1064,DSFL
8072,1,8,1178,DSFL
8072,1,9,790,DSFL
8072,1,10,1465,DSFL
8072,1,11,1239,DSFL
8073,1,1,2450,DPDL
8073,1,2,1691,DPDL
8073,1,3,1514,DPDL
8073,1,4,2122,DPDL
8073,1,5,1236,DPDL
8073,1,6,874,DPDL
8073,1,7,2042,DPDL
8073,1,8,1938,DPDL
8073,1,9,1052,DPDL
8073,1,10,1297,DPDL
8073,1,11,1116,DPDL
8073,1,12,1112,DPDL
8073,1,13,1339,DPDL
8073,1,14,1341,DPDL
8073,2,1,2153,DPDL
8073,2,2,2761,DPDL
8073,2,3,1577,DPDL
8073,3,1,1459,DPDL
8073,3,2,943,DPDL
8073,3,3,931,DPDL
8073,3,4,2303,DPDL
8073,3,5,1757,DPDL
8073,3,6,921,DPDL
8073,3,7,1419,DPDL
8073,3,8,1468,DPDL
8073,3,9,846,DPDL
8073,3,10,2030,DPDL
8073,4,1,1302,DPDL
8073,4,2,706,DPDL
8073,4,3,1423,DPDL
8073,4,4,1110,DPDL
8073,4,5,715,DPDL
8073,4,6,1256,DPDL
8073,4,7,1194,DPDL
8073,4,8,1629,DPDL
8073,4,9,937,DPDL
8073,4,10,1155,DPDL
8073,4,11,1096,DPDL
8073,4,12,1481,DPDL
8073,4,13,1772,DPDL
8073,4,14,1091,DPDL
8073,4,15,1059,DPDL
8073,4,16,1225,DPDL
8073,4,17,1144,DPDL
8073,4,18,870,DPDL
8073,4,19,956,DPDL
8073,5,1,850,DPDL
8073,5,2,2056,DPDL
8073,5,3,1096,DPDL
8073,5,5,941,DPDL
8073,5,6,1079,DPDL
8073,5,7,1402,DPDL
8073,5,8,1237,DPDL
8073,5,9,1001,DPDL
8073,5,10,1191,DPDL
8073,6,1,2723,DPDL
8073,6,4,1527,DPDL
8073,6,5,1551,DPDL
8073,6,7,992,DPDL
8073,6,8,1479,DPDL
8073,6,9,1933,DPDL
8073,6,10,1601,DPDL
8073,6,13,856,DPDL
8073,6,14,899,DPDL
8073,6,15,1073,DPDL
8074,1,1,1047
8074,1,2,1756
8074,1,3,1845
8074,1,4,2465
8074,1,5,2156
8074,1,6,2092
8074,1,7,1528
8074,1,8,1249
8074,1,9,918
8074,1,10,995
8075,1,1,1589,D???
8075,1,2,2837,DMAT
8075,1,3,1259,D???
8076,1,1,2760,DABR
8076,1,2,2070,DABR
8076,1,3,1844,DABR
8076,1,4,2665,DABR
8076,1,5,922,DABR
8076,1,6,1847,DABR
8076,2,1,2510,DABR
8076,2,2,1857,DABR
8076,2,3,1862,DABR
8076,2,4,1967,DABR
8076,2,5,2054,DABR
8077,1,1,2469,DPDL
8077,1,2,1317,DPDL
8077,1,3,1568,DPDL
8077,1,4,1432,DPDL
8077,1,5,1688,DPDL
8077,2,1,1410,DPDL
8077,2,2,1399,DPDL
8077,2,3,1712,DPDL
8077,2,4,1438,DPDL
8077,2,5,1671,DPDL
8077,2,6,1791,DPDL
8077,3,1,1542,DPDL
8077,3,2,2049,DPDL
8077,4,1,981,DPDL
8077,5,1,776,DPDL
8077,6,1,808,DPDL
8077,7,1,1168,DPDL
8077,8,1,1986,DPDL
8077,8,2,2177,DPDL
8077,9,1,1663,DPDL
8077,9,2,1837,DPDL
8077,10,1,1939,DPDL
8077,10,2,1375,DPDL
8077,10,3,2197,DPDL
8077,10,4,1555,DPDL
8077,10,5,1337,DPDL
8077,10,6,1712,DPDL
8077,10,7,1523,DPDL
8077,10,8,2257,DPDL
8078,1,1,258
8079,1,1,408
8080,1,1,46
8081,1,1,467
8082,1,1,1540
8083,1,1,2269
8084,1,1,1495,DMAS
8085,1,1,1440,D???
8086,1,1,2344,DGRA
8086,1,2,2495,DGRA
8086,1,3,2151,DGRA
8086,1,4,1522,DGRA
8086,1,5,2017,DGRA
8086,1,6,1950,DGRA
8086,1,7,1853,DGRA
8086,1,8,1435,DGRA
8086,1,9,1486,DGRA
8086,1,10,759,DGRA
8086,2,1,2339,DGRA
8087,1,1,183
8088,1,1,2452
8088,1,2,2142
8088,1,3,1233
8088,1,4,1585
8088,2,1,1048
8088,2,2,2042
8088,2,3,2475
8088,2,4,897
8088,2,5,1977
8088,2,6,882
8089,1,1,1826,DGVC
8089,1,2,1717,DGVC
8089,1,3,1811,DGVC
8089,1,4,1887,DGVC
8089,1,5,1395,DGVC
8089,1,6,1118,DGVC
8089,1,7,2562,DGVC
8089,1,8,3067,DGVC
8089,2,1,2099,DGVC
8089,2,2,1071,DGVC
8089,2,3,1022,DGVC
8089,2,4,1722,DGVC
8089,2,5,1427,DGVC
8089,2,6,1626,DGVC
8089,2,7,927,DGVC
8089,2,8,1564,DGVC
8089,2,9,1792,DGVC
8089,2,10,985,DGVC
8089,3,1,1263,DGVC
8089,3,2,1130,DGVC
8089,3,3,2133,DGVC
8089,3,4,1580,DGVC
8089,3,5,1985,DGVC
8089,3,6,1118,DGVC
8089,3,7,971,DGVC
8089,3,8,2984,DGVC
8089,4,1,2325,DGVC
8089,4,2,1824,DGVC
8090,1,1,189
8091,1,1,2515
8091,1,2,2585
8091,2,1,2623
8092,1,1,1579
8092,2,1,487
8092,2,2,1480
8092,2,3,1370
8093,1,1,27
8094,1,1,2207,DVDP
8095,1,1,85
8096,1,1,2299,DGRA
8096,1,3,1875,DGRA
8096,1,4,2569,DGRA
8096,1,5,1781,DGRA
8096,1,6,1369,DGRA
8096,1,9,2647,DGRA
8096,1,10,1815,DGRA
8096,1,11,1983,DGRA
8096,2,1,2132,DGRA
8096,2,2,1383,DGRA
8096,2,3,686,DGRA
8096,2,4,1845,DGRA
8096,2,5,1758,DGRA
8096,2,6,2200,DGRA
8096,2,7,1489,DGRA
8096,3,1,2339,DGRA
8096,3,2,2032,DGRA
8096,3,3,1549,DGRA
8096,3,4,2061,DGRA
8096,3,5,1781,DGRA
8096,3,6,1348,DGRA
8096,3,7,1028,DGRA
8096,3,8,1363,DGRA
8096,3,9,1121,DGRA
8096,3,10,1432,DGRA
8096,4,1,2365,DGRA
8096,4,2,2269,DGRA
8096,4,3,1136,DGRA
8096,4,4,1983,DGRA
8096,4,6,1128,DGRA
8096,4,7,2440,DGRA
8096,4,8,1466,DGRA
8096,4,9,1788,DGRA
8096,4,10,2294,DGRA
8096,4,11,1721,DGRA
8097,1,1,1585
8098,1,1,1807
8098,1,2,1436
8099,1,1,929
8100,1,1,869,DVIC
8100,1,2,1836,DVIC
8101,1,1,1640,DPDL
8101,1,2,1463,DPDL
8101,1,3,808,DPDL
8101,1,4,916,DPDL
8101,1,5,1128,DPDL
8101,1,6,1591,DPDL
8101,1,7,1545,DPDL
8101,1,8,1435,DPDL
8101,1,9,1108,DPDL
8101,1,10,1102,DPDL
8101,1,11,777,DPDL
8101,1,12,1630,DPDL
8101,1,13,1744,DPDL
8101,1,14,1451,DPDL
8101,1,15,1265,DPDL
8101,1,16,1438,DPDL
8101,1,17,1804,DPDL
8101,1,18,1550,DPDL
8101,1,19,1179,DPDL
8101,1,20,1647,DPDL
8101,1,21,877,DPDL
8101,1,22,953,DPDL
8101,1,23,1239,DPDL
8101,1,24,845,DPDL
8101,1,25,1530,DPDL
8101,1,26,987,DPDL
8101,1,27,752,DPDL
8101,1,28,1028,DPDL
8101,1,29,1060,DPDL
8101,1,30,1040,DPDL
8101,1,31,1261,DPDL
8101,1,32,2332,DPDL
8101,1,33,873,DPDL
8101,1,34,1368,DPDL
8101,1,35,1464,DPDL
8101,1,36,1183,DPDL
8101,1,37,1418,DPDL
8101,1,38,768,DPDL
8101,1,39,865,DPDL
8101,1,40,1004,DPDL
8101,1,41,1725,DPDL
8101,2,1,1614,DPDL
8101,2,2,1767,DPDL
8101,2,4,1596,DPDL
8101,2,5,962,DPDL
8101,2,7,1839,DPDL
8101,2,8,1631,DPDL
8101,2,9,1067,DPDL
8101,2,10,849,DPDL
8101,2,11,1385,DPDL
8101,2,12,1443,DPDL
8101,2,13,996,DPDL
8101,2,14,2268,DPDL
8101,2,16,1341,DPDL
8101,2,17,1455,DPDL
8101,2,20,1696,DPDL
8101,2,21,1992,DPDL
8101,2,23,1268,DPDL
8101,2,24,1225,DPDL
8101,2,26,1835,DPDL
8101,2,28,2243,DPDL
8101,2,29,1868,DPDL
8101,2,31,1336,DPDL
8101,2,32,1170,DPDL
8101,2,33,991,DPDL
8101,2,34,1048,DPDL
8101,2,36,1002,DPDL
8101,2,37,1390,DPDL
8101,2,38,969,DPDL
8101,2,39,1163,DPDL
8101,2,40,1774,DPDL
8101,2,42,1211,DPDL
8101,2,43,1594,DPDL
8101,2,45,1113,DPDL
8101,2,46,1235,DPDL
8101,2,47,1322,DPDL
8101,2,48,1258,DPDL
8101,2,49,1059,DPDL
8101,3,1,1380,DPDL
8101,3,2,1400,DPDL
8101,3,3,1567,DPDL
8101,3,4,1901,DPDL
8101,3,5,1593,DPDL
8101,3,6,1582,DPDL
8101,3,7,1261,DPDL
8101,3,8,1966,DPDL
8101,3,9,1248,DPDL
8101,3,10,956,DPDL
8101,3,11,1547,DPDL
8101,3,12,1792,DPDL
8101,3,13,1874,DPDL
8101,3,14,2266,DPDL
8101,3,15,1753,DPDL
8101,3,16,2060,DPDL
8101,3,17,1109,DPDL
8101,3,18,772,DPDL
8101,3,19,1709,DPDL
8101,3,20,1697,DPDL
8101,3,21,2198,DPDL
8101,3,22,1349,DPDL
8101,3,23,1779,DPDL
8101,3,24,1101,DPDL
8101,3,25,1776,DPDL
8101,3,26,1576,DPDL
8101,3,27,1223,DPDL
8101,3,28,1665,DPDL
8101,3,29,1578,DPDL
8101,4,1,1235,DPDL
8101,4,2,888,DPDL
8101,4,3,1220,DPDL
8101,4,4,1384,DPDL
8101,4,5,1822,DPDL
8101,4,6,1364,DPDL
8101,4,7,1099,DPDL
8101,4,9,1933,DPDL
8101,4,10,1682,DPDL
8101,4,11,984,DPDL
8101,4,12,1598,DPDL
8101,4,14,1909,DPDL
8101,4,16,1447,DPDL
8101,4,18,1406,DPDL
8101,4,19,2003,DPDL
8101,4,20,2108,DPDL
8101,4,21,1247,DPDL
8101,4,22,1265,DPDL
8101,4,23,1120,DPDL
8101,4,25,1061,DPDL
8101,4,26,1025,DPDL
8101,4,27,1693,DPDL
8101,4,30,1121,DPDL
8101,4,31,1647,DPDL
8101,4,32,1312,DPDL
8101,4,33,1852,DPDL
8101,4,35,1160,DPDL
8101,4,36,1590,DPDL
8101,4,37,1700,DPDL
8101,4,40,1033,DPDL
8101,4,41,2043,DPDL
8101,5,1,1003,DPDL
8101,5,2,1544,DPDL
8101,5,3,707,DPDL
8101,5,4,1016,DPDL
8101,5,5,1149,DPDL
8101,5,6,1664,DPDL
8101,5,7,849,DPDL
8101,5,8,1486,DPDL
8101,5,10,1051,DPDL
8101,5,11,2295,DPDL
8101,5,13,1520,DPDL
8101,5,14,1420,DPDL
8101,5,17,2067,DPDL
8101,5,18,1104,DPDL
8101,5,20,851,DPDL
8101,5,21,932,DPDL
8101,5,23,1421,DPDL
8101,5,24,1387,DPDL
8101,5,25,944,DPDL
8101,5,26,1907,DPDL
8101,5,28,1188,DPDL
8101,5,29,1310,DPDL
8101,5,30,1761,DPDL
8101,5,31,1004,DPDL
8101,5,32,1365,DPDL
8101,5,33,1868,DPDL
8101,5,34,1022,DPDL
8101,5,35,929,DPDL
8101,5,37,1253,DPDL
8101,5,38,1298,DPDL
8101,6,1,1958,DPDL
8101,6,2,1166,DPDL
8101,6,5,1593,DPDL
8101,6,6,1003,DPDL
8101,6,7,988,DPDL
8101,6,8,1268,DPDL
8101,6,9,808,DPDL
8101,6,10,1154,DPDL
8101,6,11,1770,DPDL
8101,6,12,982,DPDL
8101,6,13,1163,DPDL
8101,6,14,929,DPDL
8101,6,15,790,DPDL
8101,6,16,2083,DPDL
8101,6,17,920,DPDL
8101,6,18,1101,DPDL
8101,6,19,1277,DPDL
8101,6,21,1341,DPDL
8101,6,22,763,DPDL
8101,6,23,1355,DPDL
8101,6,24,1022,DPDL
8101,6,25,1132,DPDL
8101,6,26,863,DPDL
8101,6,27,869,DPDL
8101,6,30,789,DPDL
8101,6,31,987,DPDL
8101,6,32,871,DPDL
8102,1,1,2159,DIGU
8102,2,1,1032,DIGU
8102,2,2,1364,DIGU
8102,2,3,1705,DIGU
8102,3,1,1428,DIGU
8102,3,2,2082,DIGU
8102,3,3,1297,DIGU
8102,3,4,1999,DIGU
8102,3,5,1123,DIGU
8102,3,6,1870,DIGU
8102,3,7,2276,DIGU
8102,3,8,1429,DIGU
8102,3,9,1904,DIGU
8102,3,10,1587,DIGU
8102,4,1,1089,DIGU
8102,4,2,1181,DIGU
8102,4,3,1156,DIGU
8102,4,4,1239,DIGU
8102,4,5,1693,DIGU
8102,5,1,1628,DIGU
8102,5,2,1733,DIGU
8102,5,3,2040,DIGU
8102,5,4,1487,DIGU
8102,5,5,791,DIGU
8102,5,6,1047,DIGU
8102,5,7,2536,DIGU
8103,1,1,825
8104,1,1,917
8105,1,1,1700,DLLL
8105,1,2,1616,DLLL
8105,1,3,1523,DLLL
8105,1,4,1452,DLLL
8105,1,5,1583,DLLL
8105,1,6,1283,DLLL
8105,1,7,1389,DLLL
8105,1,8,1084,DLLL
8105,1,9,1629,DLLL
8106,1,1,1539
8106,1,2,2093
8106,2,1,2161
8106,2,2,1305
8106,2,3,1585
8106,2,4,1433
8107,1,1,1957,DMDV
