cmun,dist,secc,poblacio,codi_edar
8107,1,2,1402,DMDV
8107,1,3,1365,DMDV
8107,1,4,1947,DMDV
8107,1,5,1674,DMDV
8107,1,6,1139,DMDV
8107,1,7,1676,DMDV
8107,1,8,1579,DMDV
8107,1,9,1395,DMDV
8107,1,10,1539,DMDV
8108,1,1,1921,DMDV
8108,1,2,1842,DMDV
8108,1,3,1626,DMDV
8108,1,4,1191,DMDV
8109,1,1,271
8110,1,1,1596
8110,1,2,2594
8110,1,3,2296
8110,1,4,1995
8110,1,5,1706
8110,1,6,2444
8110,2,1,1791
8110,2,2,2355
8110,2,3,2173
8111,1,1,276
8112,1,1,2166,DMAN
8112,1,2,1106,DMAN
8112,2,1,1629,DMAN
8112,2,2,1778,DMAN
8112,2,3,1322,DMAN
8112,2,4,1763,DMAN
8112,3,1,1621,DMAN
8112,3,2,2210,DMAN
8112,3,3,2399,DMAN
8112,3,4,1800,DMAN
8112,4,1,1013,DMAN
8112,4,2,1997,DMAN
8113,1,1,1087,DMAS
8113,1,2,1122,DMAS
8113,2,1,990,DMAS
8113,2,2,2051,DMAS
8113,2,3,1957,DMAS
8113,2,4,2014,DMAS
8113,2,5,2305,DMAS
8113,2,6,834,DMAS
8113,2,7,1413,DMAS
8113,2,8,1149,DMAS
8113,2,9,2071,DMAS
8113,2,10,1825,DMAS
8113,2,11,1757,DMAS
8113,2,12,1452,DMAS
8113,2,13,1581,DMAS
8113,2,14,1086,DMAS
8113,3,1,1200,DMAS
8113,3,2,1069,DMAS
8113,3,4,1586,DMAS
8113,3,5,2717,DMAS
8113,3,6,1175,DMAS
8113,4,1,2132,DMAS
8113,4,3,1038,DMAS
8113,4,4,1981,DMAS
8113,4,5,1651,DMAS
8113,4,6,1869,DMAS
8113,4,7,2204,DMAS
8113,4,8,1491,DMAS
8113,4,9,1620,DMAS
8113,4,11,995,DMAS
8113,4,12,1009,DMAS
8113,4,13,1597,DMAS
8113,4,14,1780,DMAS
8113,4,15,2676,DMAS
8113,5,1,1180,DMAS
8113,5,2,1688,DMAS
8113,5,3,1510,DMAS
8113,5,4,932,DMAS
8113,5,5,2384,DMAS
8113,5,6,1906,DMAS
8113,5,7,497,DMAS
8113,5,8,787,DMAS
8113,5,10,1429,DMAS
8113,5,11,1839,DMAS
8113,5,12,1006,DMAS
8113,5,13,951,DMAS
8113,5,14,1931,DMAS
8113,5,15,1104,DMAS
8113,5,17,1608,DMAS
8113,5,18,884,DMAS
8113,6,1,1026,DMAS
8113,6,2,1046,DMAS
8114,1,1,1821,DMRT
8114,1,2,1340,DMRT
8114,1,3,1784,DMRT
8114,2,3,3146,DMRT
8114,3,2,1752,DMRT
8114,3,4,1787,DMRT
8114,3,5,2281,DMRT
8114,3,6,2396,DMRT
8114,3,7,1367,DMRT
8114,3,8,2194,DMRT
8114,3,10,660,DMRT
8114,4,1,2350,DMRT
8114,4,2,2011,DMRT
8114,4,3,1705,DMRT
8114,4,4,2073,DMRT
8115,1,1,1853,DLLL
8115,1,2,1521,DLLL
8115,1,3,1449,DLLL
8116,1,1,704,DMAN
8117,1,1,2333,DMAN
8117,2,1,845,DMAN
8118,1,1,1843
8118,1,2,2150
8118,1,3,1235
8118,1,4,1864
8118,1,5,1993
8118,1,6,1866
8118,1,7,1517
8118,1,8,1350
8118,1,9,890
8118,1,10,2110
8118,2,1,1781
8118,2,2,1371
8118,2,3,1644
8118,2,4,2234
8119,1,1,5294
8119,1,2,4329
8120,1,1,2595,DTRS
8120,1,2,2557,DTRS
8120,1,3,2530,DTRS
8120,1,4,1990,D???
8121,1,1,1658,DMAT
8121,1,2,1776,DMAT
8121,1,3,1488,DMAT
8121,1,4,1449,DMAT
8121,1,5,1719,DMAT
8121,1,6,1671,DMAT
8121,1,7,1845,DMAT
8121,1,9,1244,DMAT
8121,2,1,2335,DMAT
8121,2,2,1055,DMAT
8121,2,3,1403,DMAT
8121,2,4,3655,DMAT
8121,2,5,2303,DMAT
8121,2,7,1978,DMAT
8121,2,8,1495,DMAT
8121,2,9,1617,DMAT
8121,2,10,1637,DMAT
8121,2,11,2001,DMAT
8121,2,12,1322,DMAT
8121,3,1,1790,DMAT
8121,3,2,2079,DMAT
8121,3,3,1628,DMAT
8121,3,4,2363,DMAT
8121,3,5,1892,DMAT
8121,3,6,1523,DMAT
8121,3,7,1409,DMAT
8121,3,8,1119,DMAT
8121,3,9,2096,DMAT
8121,3,10,679,DMAT
8121,3,11,1762,DMAT
8121,3,12,1872,DMAT
8121,3,13,2961,DMAT
8121,3,14,1184,DMAT
8121,4,1,1193,DMAT
8121,4,2,1402,DMAT
8121,4,3,1001,DMAT
8121,4,4,2946,DMAT
8121,4,5,2760,DMAT
8121,4,6,1739,DMAT
8121,4,7,1303,DMAT
8121,4,8,1466,DMAT
8121,4,9,2156,DMAT
8121,5,1,3070,DMAT
8121,5,2,2062,DMAT
8121,5,3,1927,DMAT
8121,5,4,1251,DMAT
8121,5,5,987,DMAT
8121,5,6,1616,DMAT
8121,5,7,1716,DMAT
8121,5,8,1547,DMAT
8121,5,9,1246,DMAT
8121,5,10,2594,DMAT
8121,5,11,2037,DMAT
8121,5,12,1463,DMAT
8121,5,13,2157,DMAT
8121,5,15,1176,DMAT
8121,5,16,1473,DMAT
8121,5,17,1343,DMAT
8121,5,19,967,DMAT
8121,5,20,1946,DMAT
8121,5,21,836,DMAT
8121,6,1,2395,DMAT
8121,6,2,880,DMAT
8121,6,3,2040,DMAT
8121,6,4,1637,DMAT
8121,6,5,1858,DMAT
8121,6,6,1811,DMAT
8121,6,7,1549,DMAT
8121,6,8,1756,DMAT
8121,6,9,1470,DMAT
8121,6,10,2443,DMAT
8121,6,11,1433,DMAT
8121,6,12,1714,DMAT
8121,6,13,848,DMAT
8121,6,14,1898,DMAT
8122,1,1,2419
8123,1,1,1256,DSFL
8123,1,2,1879,DSFL
8123,1,3,1694,DSFL
8123,2,1,3020,DSFL
8123,2,2,1747,DSFL
8123,2,3,1966,DSFL
8123,2,4,1890,DSFL
8123,3,1,3747,DSFL
8123,3,2,3490,DSFL
8123,3,3,1950,DSFL
8123,3,4,2441,DSFL
8123,4,1,1024,DSFL
8124,1,1,822,DLLL
8124,1,2,1735,DLLL
8124,1,3,1932,DLLL
8124,1,4,1954,DLLL
8124,1,5,1732,DLLL
8124,1,6,2197,DLLL
8124,1,7,1645,DLLL
8124,2,1,2023,DLLL
8124,2,2,1677,DLLL
8124,2,3,2180,DLLL
8124,2,4,1451,DLLL
8124,2,5,1379,DLLL
8124,2,6,1349,DLLL
8124,2,7,2032,DLLL
8124,2,8,1604,DLLL
8124,2,9,1099,DLLL
8124,3,1,2281,DLLL
8124,3,2,1806,DLLL
8124,3,3,1213,DLLL
8124,3,4,1940,DLLL
8124,3,5,1977,DLLL
8124,3,6,1845,DLLL
8124,3,7,2020,DLLL
8124,3,8,857,DLLL
8124,3,9,1024,DMDV
8124,3,10,1367,DLLL
8124,3,11,1832,DLLL
8124,3,12,1926,DLLL
8124,3,13,1614,DLLL
8124,3,14,1380,DLLL
8124,3,15,1258,DLLL
8125,1,1,1190,DMIR
8125,1,2,1668,DMIR
8125,1,4,1804,DMIR
8125,1,5,1503,DMIR
8125,2,1,2092,DMIR
8125,2,2,2444,DMIR
8125,2,3,2225,DMIR
8125,3,1,2639,DMIR
8125,3,2,1340,DMIR
8125,3,3,2254,DMIR
8125,3,4,1834,DMIR
8125,3,5,2207,DMIR
8125,3,6,1646,DMIR
8125,4,1,1034,DMIR
8125,4,2,1034,DMIR
8125,4,3,1369,DMIR
8125,5,1,2449,DBSS
8125,5,2,1463,DBSS
8125,5,3,1488,DBSS
8125,6,1,984,DMIR
8125,6,2,904,DBSS
8125,6,3,1223,DMIR
8126,1,1,4067,DBSS
8126,1,2,3296,DBSS
8126,1,3,2975,DBSS
8126,1,4,1922,DBSS
8127,1,1,986
8127,1,2,2192
8128,1,1,716
8129,1,1,655
8130,1,1,136
8131,1,1,1048
8132,1,1,472
8133,1,1,158
8134,1,1,1127
8135,1,1,2538,DMDV
8135,1,2,1550,DMDV
8135,1,3,2374,DMDV
8135,1,4,1145,DMDV
8135,1,5,1191,DMDV
8136,1,1,2327,DMDV
8136,1,2,1636,DMDV
8136,1,3,2415,DMDV
8136,1,4,1988,DMDV
8136,1,5,2282,DMDV
8136,1,6,1499,DMDV
8136,1,7,939,DMDV
8136,2,1,1330,DMDV
8136,2,2,909,DMDV
8136,2,3,1479,DMDV
8137,1,1,362
8138,1,1,2660
8138,1,2,2539
8138,1,3,1275
8139,1,1,231
8140,1,1,1826
8140,1,2,2088
8140,1,3,2154
8141,1,1,1055
8141,1,2,718
8141,1,3,2384
8141,1,4,1519
8141,2,1,297
8142,1,1,176
8143,1,1,2321,DIGU
8143,1,2,1360,DIGU
8144,1,1,874
8145,1,1,2417,DVDP
8145,1,2,1430,D???
8146,1,1,860
8146,1,2,1063
8147,1,1,2328,DABR
8147,1,2,2220,DABR
8147,1,3,1307,DABR
8147,1,4,2110,DABR
8147,1,5,2123,DABR
8147,1,6,1858,DABR
8147,1,7,1838,DABR
8147,1,8,2336,DABR
8147,1,9,1838,DABR
8147,1,10,2031,DABR
8147,1,11,2483,DABR
8147,1,12,1660,DABR
8148,1,1,1878
8148,1,2,2249
8149,1,1,1190
8150,1,1,339
8151,1,1,547
8152,1,1,154
8153,1,1,779
8154,1,1,915,DVDP
8155,1,1,2804
8155,1,2,1539
8155,1,3,2191
8155,1,4,1759
8155,1,5,1353
8156,1,1,1543,DLLL
8156,1,2,2727,DLLL
8156,1,3,1925,DLLL
8156,1,4,2448,DLLL
8156,1,5,1119,DLLL
8156,1,6,1951,DLLL
8156,1,7,1623,DMDV
8156,1,8,1581,DLLL
8157,1,1,2481,DSFL
8157,1,2,2486,DSFL
8157,1,3,2052,DSFL
8157,1,4,1914,DSFL
8157,1,5,2703,DSFL
8158,1,1,2335,DSFL
8158,1,2,1897,DSFL
8159,1,1,1664,DMDV
8159,1,2,2229,DMDV
8159,1,3,1352,DMDV
8159,1,4,1227,DMDV
8159,2,1,1278,DMDV
8159,2,2,1174,DMDV
8159,2,3,2440,DMDV
8159,2,4,1685,DMDV
8159,2,5,1231,DMDV
8159,2,6,2503,DMDV
8159,2,7,2124,DMDV
8160,1,1,412
8161,1,1,1215
8161,1,2,3375
8161,1,3,2453
8161,1,4,2053
8161,1,5,1972
8161,1,6,1511
8161,1,7,937
8161,1,8,1766
8161,1,9,1129
8162,1,1,3064
8163,1,1,2330
8163,1,2,2457
8163,1,3,1777
8163,1,4,2916
8163,1,5,1488
8163,1,6,1798
8163,1,7,2374
8163,1,8,1693
8163,1,9,2081
8163,1,10,1631
8163,1,11,1633
8163,1,12,1876
8163,1,13,1887
8163,1,14,2033
8164,1,1,1306
8165,1,1,2207
8166,1,1,1063
8167,1,1,1827,DLLL
8167,1,2,1618,DLLL
8167,1,3,1966,DLLL
8167,1,4,2080,DLLL
8167,1,5,1003,DLLL
8168,1,1,523
8169,1,1,1923,DPDL
8169,1,2,2084,DPDL
8169,1,3,1336,DPDL
8169,1,4,1871,DPDL
8169,1,5,1627,DPDL
8169,2,1,1666,DPDL
8169,2,2,2033,DPDL
8169,2,3,1468,DPDL
8169,2,4,1963,DPDL
8169,2,5,1922,DPDL
8169,2,6,2109,DPDL
8169,2,7,1890,DPDL
8169,3,1,1444,DPDL
8169,3,2,1129,DPDL
8169,3,3,1658,DPDL
8169,3,4,1697,DPDL
8169,3,5,2114,DPDL
8169,3,6,1371,DPDL
8169,3,7,1846,DPDL
8169,3,8,2112,DPDL
8169,3,9,2120,DPDL
8169,3,10,1928,DPDL
8169,3,11,1164,DPDL
8169,3,12,723,DPDL
8169,3,13,842,DPDL
8169,4,1,898,DPDL
8169,4,2,2036,DPDL
8169,4,3,1394,DPDL
8169,4,4,1265,DPDL
8169,4,5,1422,DPDL
8169,4,6,1117,DPDL
8169,5,1,1314,DPDL
8169,5,2,1327,DPDL
8169,5,3,1325,DPDL
8169,5,4,1647,DPDL
8169,5,5,1683,DPDL
8169,5,6,2079,DPDL
8169,5,7,1988,DPDL
8169,5,8,2005,DPDL
8169,5,9,1992,DPDL
8170,1,1,551
8171,1,1,1222
8171,1,2,1412
8172,1,1,2440
8172,1,2,2214
8172,1,3,2548
8172,2,1,2060
8172,2,2,2293
8172,2,3,1797
8172,2,4,2015
8172,3,1,1549
8172,3,2,1692
8172,3,3,1319
8172,3,4,1719
8172,3,5,1454
8172,3,6,1389
8172,3,7,1430
8172,3,8,1171
8172,3,9,1433
8174,1,1,551
8175,1,1,2191
8175,1,2,1530
8175,2,1,568
8176,1,1,206
8177,1,1,51
8178,1,1,549
8179,1,1,868
8180,1,1,2220,DMIR
8180,1,2,1921,DMIR
8180,1,3,1770,DMIR
8180,1,4,1874,DMIR
8180,1,5,2114,DMIR
8180,1,6,1560,DMIR
8180,1,7,2546,DMIR
8180,1,8,2857,DMIR
8180,1,9,1513,DMIR
8180,1,10,1364,DMIR
8180,1,11,2233,DMIR
8180,1,12,2082,DMIR
8180,1,13,2430,DMIR
8180,2,1,1664,DMIR
8180,2,2,2149,DMIR
8180,2,3,2388,DMIR
8180,2,4,1746,DMIR
8180,2,5,1464,DMIR
8180,2,6,1704,DMIR
8180,2,7,1540,DMIR
8181,1,1,1714
8181,1,2,1006
8181,1,3,2662
8181,1,4,2162
8181,1,5,3132
8182,1,1,4016
8183,1,1,2034
8183,1,2,1627
8183,1,3,1589
8183,2,1,1199
8184,1,1,1591,DRUB
8184,1,2,1787,DRUB
8184,1,3,1584,DRUB
8184,1,4,1714,DRUB
8184,2,1,2676,DRUB
8184,2,3,2427,DRUB
8184,2,4,2625,DRUB
8184,2,5,1220,DRUB
8184,2,6,2307,DRUB
8184,3,1,1796,DRUB
8184,3,3,2198,DRUB
8184,3,4,2235,DRUB
8184,3,5,2070,DRUB
8184,3,6,2110,DRUB
8184,3,7,1826,DRUB
8184,3,8,1412,DRUB
8184,3,9,2272,DRUB
8184,4,1,1727,DRUB
8184,4,2,1367,DRUB
8184,4,3,1704,DRUB
8184,4,4,2371,DRUB
8184,4,5,1696,DRUB
8184,4,6,1797,DRUB
8184,4,7,1600,DRUB
8184,4,8,1403,DRUB
8184,4,9,1894,DRUB
8184,4,10,2774,DRUB
8184,4,11,2355,DRUB
8184,4,12,1700,DRUB
8184,4,13,2328,DRUB
8184,4,14,1893,DRUB
8184,4,15,1635,DRUB
8184,4,16,2685,DRUB
8184,4,18,1332,DRUB
8184,4,19,1405,DRUB
8184,4,20,1303,DRUB
8184,4,21,1769,DRUB
8184,4,22,2157,DRUB
8184,4,23,1206,DRUB
8184,4,24,1242,DRUB
8184,4,25,1068,DRUB
8184,4,26,2288,DRUB
8185,1,1,236
8187,1,1,743,DSRS
8187,1,2,1224,DSRS
8187,1,3,1085,DSRS
8187,1,4,2306,DSRS
8187,1,5,1564,DSRS
8187,1,6,1475,DSRS
8187,1,7,2188,DSRS
8187,1,8,2414,DSRS
8187,1,9,1545,DSRS
8187,1,10,1254,DSRS
8187,1,11,1423,DSRS
8187,1,12,1202,DSRS
8187,1,13,1144,DSRS
8187,1,14,1904,DSRS
8187,1,15,1571,DSRS
8187,1,16,2085,DSRS
8187,1,17,2455,DSRS
8187,1,18,1932,DSRS
8187,1,19,2229,DSRS
8187,1,20,1625,DSRS
8187,1,21,1168,DSRS
8187,1,22,1242,DSRS
8187,1,23,1494,DSRS
8187,1,24,1562,DSRS
8187,1,25,1518,DSRS
8187,1,26,781,DSRS
8187,1,27,696,DSRS
8187,1,28,866,DSRS
8187,1,29,1278,DSRS
8187,1,30,1117,DSRS
8187,1,31,1118,DSRS
8187,1,32,1192,DSRS
8187,1,33,1371,DSRS
8187,1,34,1635,DSRS
8187,1,35,1192,DSRS
8187,1,36,1434,DSRS
8187,1,37,1231,DSRS
8187,1,38,977,DSRS
8187,2,1,1567,DSRS
8187,2,2,1343,DSRS
8187,2,3,1424,DSRS
8187,2,4,1934,DSRS
8187,2,5,1797,DSRS
8187,2,6,1944,DSRS
8187,2,7,1738,DSRS
8187,2,8,845,DSRS
8187,2,9,1361,DSRS
8187,2,10,820,DSRS
8187,2,11,958,DSRS
8187,2,12,1921,DSRS
8187,2,13,1573,DSRS
8187,2,14,2259,DSRS
8187,2,15,1432,DSRS
8187,2,16,1429,DSRS
8187,2,17,961,DSRS
8187,3,1,1625,DSRS
8187,3,2,1428,DSRS
8187,3,3,1755,DSRS
8187,3,4,1761,DSRS
8187,3,5,1001,DSRS
8187,3,6,982,DSRS
8187,3,7,865,DSRS
8187,3,8,1326,DSRS
8187,3,9,1051,DSRS
8187,3,10,659,DSRS
8187,3,11,1426,DSRS
8187,3,12,1153,DSRS
8187,3,13,1115,DSRS
8187,3,14,1814,DSRS
8187,3,15,1432,DSRS
8187,3,16,1432,DSRS
8187,3,17,1075,DSRS
8187,3,18,1269,DSRS
8187,3,19,802,DSRS
8187,3,20,717,DSRS
8187,3,21,1259,DSRS
8187,3,22,796,DSRS
8187,3,23,1796,DSRS
8187,3,24,1966,DSRS
8187,3,25,1531,DSRS
8187,3,26,707,DSRS
8187,3,27,724,DSRS
8187,4,1,1810,DSRS
8187,4,2,1342,DSRS
8187,4,3,1065,DSRS
8187,4,4,1619,DSRS
8187,4,5,1633,DSRS
8187,4,6,1627,DSRS
8187,4,7,1108,DSRS
8187,4,8,1845,DSRS
8187,4,9,1110,DSRS
8187,4,10,1245,DSRS
8187,4,11,980,DSRS
8187,4,12,1190,DSRS
8187,4,13,1821,DSRS
8187,4,14,1217,DSRS
8187,4,15,946,DSRS
8187,4,16,2224,DSRS
8187,4,17,1918,DSRS
8187,4,18,789,DSRS
8187,4,19,1398,DSRS
8187,4,20,945,DSRS
8187,4,21,1176,DSRS
8187,4,22,879,DSRS
8187,4,23,1211,DSRS
8187,4,24,1132,DSRS
8187,4,25,1313,DSRS
8187,4,26,1401,DSRS
8187,4,27,1970,DSRS
8187,4,28,1302,DSRS
8187,4,29,1423,DSRS
8187,4,30,2169,DSRS
8187,5,1,1736,DSRS
8187,5,2,1973,DSRS
8187,5,3,1581,DSRS
8187,5,4,932,DSRS
8187,5,5,1365,DSRS
8187,5,6,1164,DSRS
8187,5,7,796,DSRS
8187,5,8,1140,DSRS
8187,5,9,1604,DSRS
8187,5,11,1134,DSRS
8187,5,12,1296,DSRS
8187,5,13,1699,DSRS
8187,5,14,1210,DSRS
8187,5,15,1445,DSRS
8187,5,16,1465,DSRS
8187,6,1,949,DSRS
8187,6,2,1025,DSRS
8187,6,3,1297,DSRS
8187,6,4,1301,DSRS
8187,6,5,1164,DSRS
8187,6,6,1255,DSRS
8187,6,7,1097,DSRS
8187,6,8,1597,DSRS
8187,6,9,2120,DSRS
8187,6,10,968,DSRS
8187,6,11,895,DSRS
8187,6,12,1086,DSRS
8187,6,13,773,DSRS
8187,6,14,2085,DSRS
8187,6,16,1874,DSRS
8187,6,17,1139,DSRS
8187,6,18,1746,DSRS
8187,6,20,1248,DSRS
8187,6,21,1222,DSRS
8187,6,22,1871,DSRS
8187,6,23,1937,DSRS
8187,6,24,1059,DSRS
8187,6,25,1091,DSRS
8187,7,1,1012,DSRS
8187,7,2,1528,DSRS
8187,7,3,1018,DSRS
8187,7,4,883,DSRS
8187,7,5,1122,DSRS
8187,7,6,696,DSRS
8187,7,7,1604,DSRS
8187,7,8,1181,DSRS
8188,1,1,151
8189,1,1,159
8190,1,1,283
8191,1,1,1255,DSLL
8191,1,3,1325,DSLL
8191,1,4,1379,DSLL
8191,1,5,1359,DSLL
8191,1,6,885,DSLL
8191,2,1,514,DSLL
8192,1,1,1458
8192,1,2,2568
8192,1,3,2576
8192,1,4,964
8193,1,1,1438
8194,1,1,1533,DBSS
8194,1,2,1762,DBSS
8194,1,3,2012,DBSS
8194,1,4,1751,DBSS
8194,1,5,2033,DBSS
8194,1,6,1267,DBSS
8194,2,1,1810,DBSS
8194,2,2,1829,DBSS
8194,2,3,1586,DBSS
8194,2,4,1870,DBSS
8194,2,5,1993,DBSS
8194,3,1,661,DBSS
8194,4,1,1669,DBSS
8194,5,1,1544,DBSS
8194,5,2,1559,DBSS
8194,5,3,980,DBSS
8194,5,4,1286,DBSS
8194,6,1,448,DBSS
8194,6,2,1321,DBSS
8194,6,3,975,DBSS
8194,6,4,1664,DBSS
8194,6,5,1291,DBSS
8194,6,6,1669,DBSS
8194,6,7,2770,DBSS
8195,1,1,92
8196,1,1,2092,DSFL
8196,1,2,2020,DSFL
8196,1,3,1655,DSFL
8196,1,4,1784,DSFL
8196,1,5,1546,DSFL
8196,1,6,1764,DSFL
8196,1,7,1771,DSFL
8196,1,8,1480,DSFL
8196,1,9,2705,DSFL
8196,1,10,2413,DSFL
8196,1,11,2168,DSFL
8196,1,12,1885,DSFL
8196,1,13,1089,DSFL
8196,1,14,2803,DSFL
8197,1,1,2102
8197,1,2,2200
8197,1,3,1820
8197,2,1,1829
8197,2,2,1855
8197,2,3,1344
8198,1,1,1763
8198,1,2,1593
8198,1,3,1320
8198,1,4,1707
8199,1,1,913
8200,1,1,1086,DPDL
8200,1,2,1529,DPDL
8200,1,3,1035,DPDL
8200,1,4,1745,DPDL
8200,1,5,2561,DPDL
8200,1,6,867,DPDL
8200,1,7,1036,DPDL
8200,2,1,2621,DPDL
8200,2,2,1945,DPDL
8200,2,3,1931,DPDL
8200,2,4,1281,DPDL
8200,2,5,1411,DPDL
8200,2,6,1534,DPDL
8200,2,7,1161,DPDL
8200,2,8,1449,DPDL
8200,2,9,1652,DPDL
8200,2,10,2222,DGVC
8200,2,11,1573,DGVC
8200,2,12,2473,DGVC
8200,2,13,2098,DGVC
8200,2,14,1880,DGVC
8200,2,15,1682,DPDL
8200,2,16,1492,DGVC
8200,2,17,1484,DGVC
8200,2,18,1495,DGVC
8200,2,19,776,DPDL
8200,3,1,1813,DPDL
8200,3,2,1816,DPDL
8200,3,3,2149,DPDL
8200,3,4,1013,DPDL
8200,3,5,2389,DPDL
8200,3,6,1493,DPDL
8200,3,7,2127,DPDL
8200,3,8,737,DGVC
8200,3,9,1271,DGVC
8200,4,1,2125,DPDL
8200,4,2,2115,DPDL
8200,4,3,1224,DPDL
8200,4,4,1352,DPDL
8200,4,5,1950,DPDL
8200,4,6,2142,DPDL
8200,4,7,2007,DGVC
8200,4,8,1862,DGVC
8200,4,9,1129,DPDL
8200,5,1,2020,DGVC
8200,5,2,1679,DGVC
8200,5,3,1655,DGVC
8200,6,1,2460,DGVC
8200,6,2,1904,DGVC
8200,6,3,1304,DGVC
8201,1,1,573
8202,1,1,2076
8202,1,2,1036
8202,1,3,2111
8202,1,4,960
8202,1,5,2517
8202,1,6,2455
8202,1,7,1762
8202,1,8,1216
8202,1,9,1804
8202,2,1,2239
8203,1,1,1906
8203,1,2,1664
8204,1,1,2241,DGVC
8204,1,2,1952,DGVC
8205,1,1,2007,DMIR
8205,1,2,1718,DMIR
8205,1,3,1184,DMIR
8205,1,4,2021,DMIR
8205,1,5,1862,DMIR
8205,1,6,2509,DMIR
8205,1,7,1053,DMIR
8205,1,8,2641,DMIR
8205,1,9,1677,DMIR
8205,1,10,1564,DMIR
8205,1,11,1791,DMIR
8205,1,12,2474,DMIR
8205,1,13,1600,DMIR
8205,1,14,1021,DMIR
8205,1,15,2344,DMIR
8205,1,16,1215,DMIR
8205,1,17,3929,DRUB
8205,1,18,2360,DRUB
8205,1,19,1192,DMIR
8205,1,20,1502,DMIR
8205,1,21,975,DMIR
8205,1,22,1572,DMIR
8205,1,23,1595,DMIR
8205,2,1,1567,DMIR
8205,2,2,1999,DMIR
8205,2,3,1661,DMIR
8205,2,4,1375,DMIR
8205,2,5,1569,DMIR
8205,2,6,1849,DMIR
8205,2,7,1625,DMIR
8205,2,8,1999,DMIR
8205,2,9,1733,DMIR
8205,2,10,2156,DMIR
8205,2,11,1595,DMIR
8205,2,12,1662,DMIR
8205,3,1,1836,DRUB
8205,3,2,2228,DRUB
8205,3,3,2277,DRUB
8205,3,4,2103,DRUB
8205,4,1,1379,DSFL
8205,4,2,1529,DMIR
8205,4,3,1956,DMIR
8205,5,1,1839,DMIR
8205,5,2,1551,DRUB
8205,5,3,2212,DMIR
8205,5,4,2198,DMIR
8205,5,5,1478,DMIR
8205,5,6,2924,DMIR
8205,5,7,3206,DRUB
8205,5,8,1316,DRUB
8205,6,1,1384,D???
8206,1,1,1004,DVDP
8207,1,1,2997
8208,1,1,1833,DMRT
8208,1,2,2202,DMRT
8208,1,3,1247,DMRT
8208,1,4,1375,DMRT
8208,1,5,1114,DMRT
8209,1,1,2116,DLLL
8209,1,2,1971,DLLL
8209,1,3,2362,DLLL
8209,1,4,2548,DLLL
8210,1,1,1674
8210,1,2,1975
8210,2,1,1546
8210,2,2,1211
8211,1,1,1693,DSFL
8211,1,2,1244,DSFL
8211,1,3,1450,DSFL
8211,1,4,1960,DSFL
8211,1,5,3064,DSFL
8211,1,6,730,DSFL
8211,1,7,1643,DSFL
8211,2,3,1418,DSFL
8211,2,4,1521,DSFL
8211,2,6,1386,DSFL
8211,2,7,1153,DSFL
8211,2,8,1533,DSFL
8211,3,1,1619,DSFL
8211,3,2,2320,DSFL
8211,3,3,1783,DSFL
8211,3,4,1913,DSFL
8211,3,5,1648,DSFL
8211,4,3,1015,DSFL
8211,4,6,1814,DSFL
8211,4,7,746,DSFL
8211,4,8,829,DSFL
8211,5,1,1026,DSFL
8211,5,2,914,DSFL
8211,5,3,1549,DSFL
8211,5,4,1252,DSFL
8211,5,5,1459,DSFL
8211,6,4,1351,DSFL
8211,7,1,2116,DSFL
8211,7,2,2094,DSFL
8211,7,3,1220,DSFL
8212,1,1,617
8213,1,1,1279
8213,1,2,1250
8213,1,3,2085
8213,1,4,972
8213,1,5,1438
8213,1,6,1912
8214,1,1,1399,DMAT
8214,1,2,1005,DMAT
8214,1,3,1612,DMAT
8214,1,4,1375,DMAT
8214,2,1,2250,DMAT
8214,2,2,1433,DMAT
8215,1,1,1237,DMAN
8215,1,2,1155,DMAN
8215,1,3,1155,DMAN
8216,1,1,28
8217,1,1,1763,DPDL
8217,1,2,1078,DPDL
8217,1,3,1892,DPDL
8217,1,4,2601,DPDL
8217,1,5,1838,DPDL
8217,1,6,1038,DPDL
8217,1,7,1325,DPDL
8217,1,8,1528,DPDL
8217,1,9,1511,DPDL
8217,1,10,2058,DPDL
8217,2,2,2657,DPDL
8217,2,3,726,DPDL
8217,2,4,1393,DPDL
8217,3,1,1304,DPDL
8217,3,2,1364,DPDL
8217,3,3,863,DPDL
8217,3,4,1639,DPDL
8217,3,5,1160,DPDL
8217,4,1,2780,DPDL
8217,5,1,2534,DPDL
8217,5,2,1078,DPDL
8218,1,1,2227,DMAS
8218,1,2,2128,DMAS
8218,1,3,2296,DMAS
8218,1,5,1800,DMAS
8218,1,6,2420,DMAS
8219,1,1,1148,DMAT
8219,1,2,1847,DMAT
8219,1,3,2286,DMAT
8219,1,4,2164,DMAT
8219,1,5,1310,DMAT
8219,1,6,1343,DMAT
8219,2,1,1282,DMAT
8219,2,2,1292,DMAT
8219,2,3,1296,DMAT
8219,2,4,1268,DMAT
8219,2,5,1190,DMAT
8219,3,1,1381,DMAT
8219,3,2,1061,DMAT
8219,3,3,1120,DMAT
8219,3,4,948,DMAT
8220,1,1,1667,DVIC
8220,1,2,1485,DVIC
8221,1,1,1464,DPDL
8221,1,2,2374,DPDL
8221,1,3,2490,DPDL
8221,1,4,2071,DPDL
8221,1,5,2090,DPDL
8221,1,6,2121,DPDL
8221,1,7,1872,DPDL
8221,1,8,1374,DPDL
8221,1,9,1055,DSFL
8221,1,10,2468,DSFL
8222,1,1,2459
8223,1,1,2514
8224,1,1,1186
8225,1,1,107
8226,1,1,1236
